game_id,attendance,h_assists,h_biggestLead,h_blocks,h_defReb,h_fastBreakPoints,h_fga,h_fgm,h_fgp,h_fta,h_ftm,h_ftp,h_linescore_p1,h_linescore_p2,h_linescore_p3,h_linescore_p4,h_longestRun,h_loss,h_max_player_assists,h_max_player_points,h_max_player_rebounds,h_offReb,h_pFouls,h_plusMinus,h_points,h_pointsInPaint,h_pointsOffTurnovers,h_score,h_secondChancePoints,h_seriesLoss,h_seriesWin,h_steals,h_teamId,h_tpa,h_tpm,h_tpp,h_turnovers,h_win,isBuzzerBeater,leadChanges,period_current,timesTied,v_assists,v_biggestLead,v_blocks,v_defReb,v_fastBreakPoints,v_fga,v_fgm,v_fgp,v_fta,v_ftm,v_ftp,v_linescore_p1,v_linescore_p2,v_linescore_p3,v_linescore_p4,v_longestRun,v_loss,v_max_player_assists,v_max_player_points,v_max_player_rebounds,v_offReb,v_pFouls,v_plusMinus,v_points,v_pointsInPaint,v_pointsOffTurnovers,v_score,v_secondChancePoints,v_seriesLoss,v_seriesWin,v_steals,v_teamId,v_tpa,v_tpm,v_tpp,v_turnovers,v_win,date,d,ups,game_rating,game_star,rating_down,rating_percentage,rating_up
11600092,9127,22.0,20.0,4.0,39.0,12.0,82.0,34.0,41.5,24.0,20.0,83.3,33.0,21.0,20.0,22.0,11.0,3.0,6.0,17.0,14.0,10.0,17.0,8.0,96.0,42.0,17.0,96,0.0,0.0,0.0,9.0,1610612766.0,24.0,8.0,33.3,16.0,3.0,0.0,2.0,4.0,2.0,23.0,1.0,9.0,36.0,6.0,86.0,31.0,36.0,20.0,14.0,70.0,19.0,24.0,29.0,16.0,8.0,3.0,7.0,19.0,12.0,12.0,22.0,-8.0,88.0,32.0,17.0,88.0,0.0,0.0,0.0,10.0,1610612748.0,41.0,12.0,29.3,14.0,4.0,20161020.0,2016-10-20,13.0,,,,,
11600093,14901,27.0,6.0,5.0,35.0,18.0,101.0,43.0,42.6,24.0,19.0,79.2,22.0,28.0,25.0,30.0,11.0,5.0,12.0,24.0,12.0,11.0,25.0,3.0,114.0,50.0,24.0,114,0.0,0.0,0.0,10.0,1610612753.0,27.0,9.0,33.3,14.0,2.0,0.0,1.0,5.0,2.0,23.0,23.0,4.0,40.0,11.0,96.0,41.0,42.7,25.0,19.0,76.0,38.0,24.0,23.0,20.0,9.0,5.0,7.0,33.0,13.0,11.0,26.0,-3.0,111.0,48.0,18.0,111.0,0.0,0.0,0.0,6.0,1610612740.0,26.0,10.0,38.5,19.0,1.0,20161020.0,2016-10-20,22.0,,,,,
11600094,16506,24.0,3.0,9.0,32.0,16.0,95.0,29.0,30.5,23.0,19.0,82.6,21.0,18.0,23.0,19.0,7.0,4.0,6.0,18.0,9.0,13.0,18.0,-16.0,81.0,32.0,19.0,81,0.0,0.0,0.0,8.0,1610612741.0,22.0,4.0,18.2,10.0,3.0,0.0,7.0,4.0,8.0,33.0,18.0,5.0,48.0,12.0,85.0,40.0,47.1,13.0,9.0,69.2,25.0,19.0,24.0,29.0,9.0,2.0,6.0,16.0,15.0,7.0,20.0,16.0,97.0,34.0,13.0,97.0,0.0,0.0,0.0,5.0,1610612737.0,25.0,8.0,32.0,18.0,5.0,20161020.0,2016-10-20,15.0,,,,,
11600095,17732,28.0,11.0,2.0,30.0,18.0,82.0,39.0,47.6,24.0,19.0,79.2,24.0,33.0,21.0,33.0,8.0,5.0,10.0,24.0,6.0,6.0,20.0,-5.0,111.0,48.0,37.0,111,8.0,1.0,0.0,11.0,1610612751.0,35.0,14.0,40.0,24.0,1.0,0.0,13.0,4.0,6.0,28.0,12.0,7.0,35.0,22.0,89.0,44.0,49.4,28.0,22.0,78.6,24.0,31.0,32.0,29.0,13.0,2.0,6.0,21.0,7.0,11.0,26.0,5.0,116.0,52.0,22.0,116.0,19.0,0.0,1.0,14.0,1610612752.0,22.0,6.0,27.3,24.0,4.0,20161020.0,2016-10-20,74.0,,,,,
11600096,11967,33.0,38.0,8.0,40.0,4.0,85.0,49.0,57.6,12.0,7.0,58.3,39.0,26.0,28.0,26.0,14.0,3.0,11.0,19.0,9.0,10.0,23.0,37.0,119.0,42.0,17.0,119,0.0,0.0,0.0,7.0,1610612764.0,29.0,14.0,48.3,17.0,4.0,0.0,1.0,4.0,1.0,8.0,2.0,4.0,24.0,16.0,82.0,29.0,35.4,25.0,20.0,80.0,23.0,33.0,10.0,16.0,8.0,3.0,5.0,34.0,6.0,12.0,15.0,-37.0,82.0,42.0,19.0,82.0,0.0,0.0,0.0,9.0,1610612761.0,20.0,4.0,20.0,14.0,4.0,20161021.0,2016-10-21,28.0,,,,,
11600097,9708,21.0,41.0,8.0,45.0,25.0,84.0,41.0,48.8,24.0,18.0,75.0,30.0,31.0,31.0,17.0,12.0,2.0,6.0,17.0,10.0,11.0,23.0,35.0,109.0,48.0,31.0,109,19.0,1.0,0.0,13.0,1610612750.0,24.0,9.0,37.5,19.0,5.0,0.0,3.0,4.0,4.0,8.0,4.0,6.0,28.0,7.0,79.0,25.0,31.6,29.0,21.0,72.4,25.0,19.0,12.0,18.0,5.0,4.0,2.0,10.0,9.0,9.0,22.0,-35.0,74.0,26.0,14.0,74.0,9.0,0.0,1.0,9.0,1610612766.0,22.0,3.0,13.6,17.0,3.0,20161021.0,2016-10-21,61.0,,,,,
11600098,8453,26.0,34.0,4.0,39.0,18.0,76.0,39.0,51.3,18.0,17.0,94.4,24.0,27.0,26.0,24.0,13.0,4.0,4.0,16.0,9.0,10.0,25.0,26.0,101.0,52.0,18.0,101,0.0,0.0,0.0,5.0,1610612743.0,26.0,6.0,23.1,21.0,4.0,0.0,0.0,4.0,0.0,17.0,0.0,3.0,22.0,5.0,79.0,30.0,38.0,14.0,10.0,71.4,17.0,16.0,16.0,26.0,5.0,5.0,5.0,10.0,5.0,6.0,23.0,-26.0,75.0,28.0,10.0,75.0,0.0,0.0,0.0,5.0,1610612742.0,21.0,5.0,23.8,16.0,2.0,20161021.0,2016-10-21,44.0,,,,,
11600099,13489,20.0,2.0,3.0,36.0,24.0,87.0,34.0,39.1,29.0,19.0,65.5,24.0,19.0,29.0,22.0,7.0,6.0,6.0,17.0,9.0,13.0,29.0,-4.0,94.0,36.0,16.0,94,12.0,0.0,0.0,11.0,1610612747.0,27.0,7.0,25.9,23.0,2.0,0.0,5.0,4.0,2.0,17.0,12.0,2.0,38.0,19.0,89.0,35.0,39.3,36.0,23.0,63.9,25.0,26.0,26.0,21.0,11.0,2.0,5.0,16.0,11.0,17.0,26.0,4.0,98.0,44.0,27.0,98.0,22.0,0.0,0.0,14.0,1610612756.0,18.0,5.0,27.8,20.0,4.0,20161021.0,2016-10-21,58.0,,,,,
11600100,19600,12.0,10.0,9.0,39.0,9.0,73.0,37.0,50.7,49.0,31.0,63.3,32.0,30.0,26.0,22.0,8.0,4.0,7.0,17.0,8.0,7.0,30.0,-3.0,110.0,44.0,16.0,110,8.0,0.0,0.0,6.0,1610612748.0,20.0,5.0,25.0,19.0,4.0,0.0,5.0,4.0,9.0,13.0,6.0,3.0,29.0,12.0,90.0,40.0,44.4,34.0,26.0,76.5,27.0,27.0,32.0,27.0,9.0,5.0,4.0,19.0,9.0,11.0,35.0,3.0,113.0,46.0,26.0,113.0,20.0,0.0,0.0,9.0,1610612755.0,19.0,7.0,36.8,14.0,2.0,20161021.0,2016-10-21,84.0,,,,,
11600101,18418,31.0,21.0,9.0,43.0,17.0,89.0,45.0,50.6,17.0,16.0,94.1,21.0,29.0,36.0,28.0,9.0,2.0,6.0,19.0,9.0,5.0,15.0,15.0,114.0,48.0,16.0,114,10.0,0.0,0.0,7.0,1610612759.0,18.0,8.0,44.4,13.0,4.0,0.0,1.0,4.0,5.0,20.0,2.0,4.0,33.0,22.0,93.0,38.0,40.9,22.0,15.0,68.2,14.0,24.0,33.0,28.0,10.0,2.0,9.0,23.0,8.0,13.0,17.0,-15.0,99.0,38.0,17.0,99.0,6.0,0.0,0.0,8.0,1610612745.0,35.0,8.0,22.9,12.0,5.0,20161021.0,2016-10-21,37.0,,,,,
11600102,19596,27.0,21.0,8.0,42.0,26.0,90.0,39.0,43.3,13.0,12.0,92.3,32.0,25.0,33.0,17.0,11.0,1.0,6.0,35.0,11.0,9.0,18.0,11.0,107.0,32.0,13.0,107,16.0,0.0,0.0,5.0,1610612744.0,43.0,17.0,39.5,14.0,6.0,0.0,7.0,4.0,3.0,23.0,16.0,1.0,39.0,23.0,89.0,37.0,41.6,20.0,14.0,70.0,37.0,19.0,16.0,24.0,8.0,3.0,4.0,20.0,9.0,6.0,13.0,-11.0,96.0,48.0,17.0,96.0,5.0,0.0,0.0,8.0,1610612757.0,26.0,8.0,30.8,14.0,4.0,20161021.0,2016-10-21,232.0,,,,,
11700001,0,17.0,3.0,4.0,36.0,19.0,95.0,39.0,41.1,24.0,20.0,83.3,21.0,31.0,21.0,29.0,5.0,1.0,4.0,11.0,8.0,17.0,28.0,-6.0,102.0,58.0,18.0,102,20.0,0.0,0.0,13.0,1610612744.0,33.0,4.0,12.1,14.0,0.0,0.0,15.0,4.0,12.0,23.0,13.0,0.0,40.0,8.0,81.0,36.0,44.4,34.0,23.0,67.6,28.0,26.0,32.0,22.0,5.0,0.0,5.0,22.0,11.0,9.0,24.0,6.0,108.0,40.0,17.0,108.0,13.0,0.0,0.0,6.0,1610612743.0,28.0,13.0,46.4,18.0,1.0,20170930.0,2017-09-30,1739.0,,,,,
11700002,18000,27.0,3.0,6.0,35.0,13.0,93.0,41.0,44.1,17.0,12.0,70.6,31.0,21.0,22.0,25.0,7.0,1.0,8.0,19.0,9.0,13.0,29.0,-9.0,99.0,50.0,15.0,99,5.0,0.0,0.0,10.0,1610612747.0,30.0,5.0,16.7,17.0,0.0,0.0,8.0,4.0,8.0,28.0,20.0,3.0,35.0,10.0,89.0,37.0,41.6,35.0,28.0,80.0,31.0,30.0,25.0,22.0,6.0,0.0,9.0,22.0,12.0,14.0,21.0,9.0,108.0,50.0,24.0,108.0,16.0,0.0,0.0,7.0,1610612750.0,20.0,6.0,30.0,17.0,1.0,20170930.0,2017-09-30,723.0,,,,,
11700003,0,22.0,16.0,3.0,35.0,4.0,78.0,39.0,50.0,40.0,32.0,80.0,26.0,34.0,31.0,30.0,6.0,0.0,4.0,17.0,10.0,9.0,34.0,8.0,121.0,44.0,24.0,121,15.0,0.0,0.0,14.0,1610612761.0,43.0,11.0,25.6,21.0,1.0,0.0,11.0,4.0,7.0,25.0,9.0,0.0,31.0,0.0,78.0,35.0,44.9,44.0,35.0,79.5,32.0,29.0,29.0,23.0,5.0,1.0,9.0,18.0,9.0,3.0,25.0,-8.0,113.0,42.0,20.0,113.0,3.0,0.0,0.0,11.0,1610612746.0,27.0,8.0,29.6,20.0,0.0,20171001.0,2017-10-01,199.0,,,,,
11700004,19600,24.0,14.0,9.0,41.0,18.0,74.0,36.0,48.6,29.0,15.0,51.7,19.0,20.0,35.0,22.0,4.0,0.0,5.0,14.0,11.0,7.0,22.0,6.0,96.0,34.0,10.0,96,9.0,0.0,0.0,5.0,1610612748.0,27.0,9.0,33.3,22.0,1.0,0.0,7.0,4.0,9.0,18.0,8.0,1.0,32.0,8.0,87.0,31.0,35.6,27.0,22.0,81.5,25.0,17.0,24.0,24.0,5.0,1.0,5.0,12.0,15.0,10.0,25.0,-6.0,90.0,38.0,27.0,90.0,10.0,0.0,0.0,14.0,1610612737.0,25.0,6.0,24.0,16.0,0.0,20171001.0,2017-10-01,,,,,,
11700005,0,32.0,37.0,8.0,33.0,15.0,87.0,52.0,59.8,17.0,12.0,70.6,33.0,24.0,38.0,31.0,6.0,0.0,7.0,19.0,7.0,12.0,28.0,30.0,126.0,74.0,21.0,126,18.0,0.0,0.0,6.0,1610612764.0,24.0,10.0,41.7,17.0,1.0,0.0,1.0,4.0,0.0,15.0,2.0,1.0,19.0,9.0,80.0,31.0,38.8,41.0,32.0,78.0,19.0,19.0,36.0,22.0,5.0,1.0,11.0,29.0,12.0,9.0,20.0,-30.0,96.0,46.0,17.0,96.0,14.0,0.0,0.0,10.0,15018.0,17.0,2.0,11.8,11.0,0.0,20171002.0,2017-10-02,42.0,,,,,
11700006,0,16.0,10.0,8.0,40.0,16.0,90.0,36.0,40.0,25.0,16.0,64.0,28.0,25.0,19.0,20.0,4.0,0.0,3.0,19.0,8.0,14.0,21.0,8.0,92.0,52.0,19.0,92,8.0,0.0,0.0,6.0,1610612763.0,18.0,4.0,22.2,17.0,1.0,0.0,6.0,4.0,3.0,26.0,4.0,11.0,38.0,19.0,88.0,32.0,36.4,24.0,15.0,62.5,23.0,27.0,15.0,19.0,4.0,1.0,5.0,15.0,6.0,11.0,24.0,-8.0,84.0,44.0,13.0,84.0,9.0,0.0,0.0,9.0,1610612753.0,32.0,5.0,15.6,15.0,0.0,20171002.0,2017-10-02,212.0,,,,,
11700007,15692,31.0,28.0,5.0,36.0,10.0,77.0,44.0,57.1,22.0,11.0,50.0,35.0,23.0,19.0,31.0,5.0,0.0,7.0,20.0,12.0,8.0,14.0,25.0,108.0,64.0,23.0,108,11.0,0.0,0.0,11.0,1610612762.0,27.0,9.0,33.3,16.0,1.0,0.0,0.0,4.0,0.0,13.0,0.0,1.0,29.0,0.0,81.0,29.0,35.8,17.0,15.0,88.2,16.0,31.0,13.0,23.0,5.0,1.0,4.0,16.0,11.0,7.0,24.0,-25.0,83.0,24.0,10.0,83.0,12.0,0.0,0.0,11.0,15015.0,38.0,10.0,26.3,19.0,0.0,20171002.0,2017-10-02,58.0,,,,,
11700008,18624,26.0,15.0,6.0,39.0,4.0,91.0,38.0,41.8,13.0,7.0,53.8,22.0,25.0,21.0,26.0,5.0,0.0,5.0,12.0,7.0,13.0,20.0,12.0,94.0,44.0,19.0,94,18.0,0.0,0.0,11.0,1610612738.0,31.0,11.0,35.5,10.0,1.0,0.0,4.0,4.0,8.0,18.0,5.0,4.0,38.0,0.0,80.0,30.0,37.5,24.0,16.0,66.7,19.0,24.0,19.0,20.0,5.0,1.0,3.0,17.0,10.0,7.0,17.0,-12.0,82.0,34.0,15.0,82.0,12.0,0.0,0.0,4.0,1610612766.0,21.0,6.0,28.6,19.0,0.0,20171002.0,2017-10-02,288.0,,,,,
11700009,0,24.0,10.0,3.0,30.0,12.0,83.0,39.0,47.0,27.0,15.0,55.6,29.0,29.0,17.0,31.0,6.0,0.0,5.0,12.0,5.0,12.0,16.0,2.0,106.0,44.0,27.0,106,17.0,0.0,0.0,12.0,1610612742.0,32.0,13.0,40.6,18.0,1.0,0.0,9.0,4.0,13.0,34.0,13.0,2.0,29.0,5.0,85.0,42.0,49.4,12.0,10.0,83.3,27.0,28.0,29.0,20.0,6.0,1.0,10.0,20.0,7.0,10.0,25.0,-2.0,104.0,46.0,25.0,104.0,14.0,0.0,0.0,8.0,1610612749.0,29.0,10.0,34.5,20.0,0.0,20171002.0,2017-10-02,,,,,,
11700010,0,15.0,11.0,4.0,36.0,13.0,84.0,43.0,51.2,15.0,12.0,80.0,32.0,26.0,25.0,23.0,5.0,0.0,5.0,17.0,7.0,10.0,26.0,6.0,106.0,44.0,11.0,106,7.0,0.0,0.0,5.0,1610612758.0,20.0,8.0,40.0,18.0,1.0,0.0,6.0,4.0,5.0,20.0,2.0,3.0,25.0,11.0,84.0,35.0,41.7,28.0,22.0,78.6,26.0,27.0,31.0,16.0,4.0,1.0,3.0,15.0,6.0,10.0,18.0,-6.0,100.0,40.0,15.0,100.0,14.0,0.0,0.0,11.0,1610612759.0,34.0,8.0,23.5,11.0,0.0,20171002.0,2017-10-02,225.0,,,,,
11700011,17218,26.0,11.0,4.0,37.0,13.0,84.0,38.0,45.2,27.0,22.0,81.5,31.0,25.0,24.0,27.0,5.0,2.0,4.0,23.0,11.0,11.0,25.0,-6.0,107.0,48.0,23.0,107,13.0,0.0,0.0,10.0,1610612747.0,27.0,9.0,33.3,24.0,0.0,0.0,3.0,4.0,1.0,23.0,20.0,3.0,30.0,11.0,86.0,39.0,45.3,28.0,20.0,71.4,26.0,35.0,30.0,22.0,7.0,0.0,4.0,25.0,6.0,7.0,24.0,6.0,113.0,42.0,22.0,113.0,9.0,0.0,0.0,10.0,1610612743.0,29.0,15.0,51.7,19.0,2.0,20171002.0,2017-10-02,218.0,,,,,
11700012,16962,25.0,18.0,6.0,38.0,6.0,79.0,37.0,46.8,32.0,25.0,78.1,46.0,24.0,16.0,23.0,5.0,1.0,9.0,24.0,11.0,6.0,17.0,-4.0,109.0,44.0,8.0,109,12.0,0.0,0.0,10.0,1610612740.0,32.0,10.0,31.2,15.0,0.0,0.0,9.0,4.0,4.0,33.0,5.0,3.0,39.0,2.0,89.0,44.0,49.4,13.0,9.0,69.2,30.0,28.0,26.0,29.0,6.0,0.0,10.0,15.0,9.0,6.0,26.0,4.0,113.0,34.0,10.0,113.0,16.0,0.0,0.0,9.0,1610612741.0,37.0,16.0,43.2,15.0,1.0,20171003.0,2017-10-03,,,,,,
11700013,17733,16.0,6.0,5.0,34.0,2.0,76.0,31.0,40.8,31.0,25.0,80.6,25.0,27.0,21.0,24.0,5.0,1.0,6.0,19.0,7.0,10.0,23.0,-7.0,97.0,28.0,11.0,97,11.0,0.0,0.0,4.0,1610612760.0,26.0,10.0,38.5,18.0,0.0,0.0,6.0,4.0,4.0,24.0,20.0,9.0,32.0,7.0,79.0,33.0,41.8,18.0,14.0,77.8,27.0,32.0,31.0,14.0,6.0,0.0,11.0,21.0,8.0,6.0,28.0,7.0,104.0,18.0,31.0,104.0,7.0,0.0,0.0,9.0,1610612745.0,55.0,24.0,43.6,17.0,1.0,20171003.0,2017-10-03,2265.0,,,,,
11700014,0,20.0,18.0,5.0,32.0,8.0,105.0,43.0,41.0,21.0,17.0,81.0,32.0,31.0,22.0,27.0,6.0,1.0,4.0,18.0,8.0,15.0,27.0,-2.0,112.0,38.0,26.0,112,22.0,0.0,0.0,6.0,1610612757.0,30.0,9.0,30.0,13.0,0.0,0.0,8.0,4.0,4.0,19.0,8.0,8.0,43.0,11.0,82.0,37.0,45.1,39.0,30.0,76.9,24.0,22.0,27.0,41.0,7.0,0.0,5.0,24.0,14.0,8.0,23.0,2.0,114.0,36.0,16.0,114.0,18.0,0.0,0.0,9.0,1610612756.0,28.0,10.0,35.7,19.0,1.0,20171003.0,2017-10-03,106.0,,,,,
11700015,8272,23.0,28.0,5.0,37.0,0.0,71.0,34.0,47.9,30.0,24.0,80.0,28.0,34.0,26.0,10.0,6.0,1.0,5.0,17.0,9.0,7.0,23.0,14.0,98.0,52.0,31.0,98,6.0,1.0,0.0,10.0,1610612746.0,21.0,6.0,28.6,23.0,1.0,0.0,8.0,4.0,1.0,15.0,1.0,4.0,30.0,0.0,86.0,33.0,38.4,22.0,12.0,54.5,19.0,30.0,11.0,24.0,4.0,1.0,4.0,15.0,6.0,16.0,30.0,-14.0,84.0,44.0,25.0,84.0,13.0,0.0,1.0,13.0,1610612761.0,36.0,6.0,16.7,25.0,1.0,20171004.0,2017-10-04,97.0,,,,,
11700016,14981,20.0,10.0,5.0,43.0,5.0,94.0,36.0,38.3,31.0,25.0,80.6,33.0,24.0,21.0,29.0,7.0,1.0,5.0,17.0,10.0,10.0,23.0,-8.0,107.0,44.0,20.0,107,14.0,0.0,0.0,11.0,1610612752.0,25.0,10.0,40.0,15.0,0.0,0.0,4.0,4.0,4.0,20.0,18.0,5.0,45.0,11.0,87.0,38.0,43.7,28.0,23.0,82.1,30.0,29.0,34.0,22.0,6.0,0.0,4.0,19.0,13.0,7.0,25.0,8.0,115.0,32.0,18.0,115.0,3.0,0.0,0.0,10.0,1610612751.0,32.0,16.0,50.0,17.0,1.0,20171003.0,2017-10-03,266.0,,,,,
11700017,18102,20.0,7.0,8.0,37.0,4.0,89.0,31.0,34.8,19.0,16.0,84.2,25.0,30.0,17.0,17.0,6.0,1.0,9.0,15.0,7.0,3.0,22.0,-21.0,89.0,36.0,21.0,89,0.0,0.0,0.0,6.0,1610612755.0,30.0,11.0,36.7,14.0,0.0,0.0,7.0,4.0,2.0,26.0,24.0,9.0,46.0,4.0,91.0,43.0,47.3,26.0,18.0,69.2,31.0,25.0,30.0,24.0,7.0,0.0,5.0,16.0,9.0,11.0,22.0,21.0,110.0,50.0,19.0,110.0,14.0,0.0,0.0,9.0,1610612763.0,23.0,6.0,26.1,17.0,2.0,20171004.0,2017-10-04,103.0,,,,,
11700018,18221,26.0,14.0,5.0,27.0,4.0,89.0,34.0,38.2,18.0,13.0,72.2,28.0,22.0,19.0,24.0,6.0,1.0,4.0,13.0,6.0,9.0,30.0,-16.0,93.0,34.0,19.0,93,14.0,0.0,0.0,8.0,1610612739.0,43.0,12.0,27.9,17.0,0.0,0.0,3.0,4.0,1.0,28.0,20.0,2.0,40.0,2.0,80.0,39.0,48.8,25.0,19.0,76.0,20.0,27.0,28.0,34.0,5.0,1.0,6.0,18.0,8.0,6.0,15.0,16.0,109.0,26.0,9.0,109.0,13.0,0.0,0.0,5.0,1610612737.0,37.0,12.0,32.4,20.0,1.0,20171004.0,2017-10-04,175.0,,,,,
11700019,13882,22.0,21.0,5.0,43.0,6.0,85.0,40.0,47.1,26.0,18.0,69.2,34.0,31.0,16.0,25.0,6.0,1.0,7.0,16.0,16.0,6.0,28.0,-2.0,106.0,38.0,17.0,106,9.0,0.0,0.0,7.0,1610612765.0,23.0,8.0,34.8,19.0,0.0,0.0,1.0,4.0,4.0,22.0,2.0,7.0,35.0,0.0,89.0,39.0,43.8,33.0,24.0,72.7,26.0,21.0,33.0,28.0,5.0,1.0,8.0,18.0,11.0,8.0,19.0,2.0,108.0,46.0,19.0,108.0,16.0,0.0,0.0,14.0,1610612766.0,25.0,6.0,24.0,14.0,1.0,20171004.0,2017-10-04,169.0,,,,,
11700020,6691,24.0,1.0,8.0,40.0,0.0,81.0,32.0,39.5,18.0,15.0,83.3,18.0,25.0,14.0,29.0,5.0,2.0,5.0,15.0,8.0,7.0,17.0,-18.0,86.0,40.0,14.0,86,7.0,0.0,0.0,7.0,1610612749.0,28.0,7.0,25.0,21.0,0.0,0.0,1.0,4.0,0.0,22.0,27.0,8.0,38.0,0.0,93.0,40.0,43.0,18.0,13.0,72.2,24.0,27.0,30.0,23.0,5.0,0.0,6.0,17.0,8.0,8.0,16.0,18.0,104.0,38.0,18.0,104.0,4.0,0.0,0.0,15.0,1610612754.0,30.0,11.0,36.7,12.0,1.0,20171004.0,2017-10-04,68.0,,,,,
11700021,14126,31.0,39.0,11.0,47.0,4.0,76.0,42.0,55.3,27.0,19.0,70.4,23.0,34.0,31.0,29.0,5.0,0.0,6.0,16.0,8.0,6.0,20.0,39.0,117.0,46.0,23.0,117,8.0,0.0,0.0,6.0,1610612762.0,26.0,14.0,53.8,20.0,2.0,0.0,1.0,4.0,3.0,19.0,2.0,2.0,28.0,8.0,93.0,28.0,30.1,21.0,12.0,57.1,13.0,21.0,22.0,22.0,6.0,1.0,6.0,28.0,10.0,15.0,23.0,-39.0,78.0,24.0,24.0,78.0,17.0,0.0,0.0,10.0,93.0,33.0,10.0,30.3,18.0,0.0,20171004.0,2017-10-04,45.0,,,,,
11700022,0,25.0,0.0,4.0,28.0,11.0,78.0,40.0,51.3,33.0,19.0,57.6,30.0,22.0,23.0,29.0,4.0,3.0,5.0,21.0,6.0,4.0,22.0,-18.0,104.0,58.0,13.0,104,7.0,1.0,0.0,12.0,1610612747.0,19.0,5.0,26.3,13.0,0.0,0.0,0.0,4.0,0.0,34.0,30.0,3.0,35.0,2.0,90.0,48.0,53.3,17.0,12.0,70.6,41.0,33.0,29.0,19.0,6.0,0.0,8.0,22.0,14.0,11.0,23.0,18.0,122.0,54.0,18.0,122.0,15.0,0.0,1.0,8.0,1610612743.0,30.0,14.0,46.7,20.0,3.0,20171004.0,2017-10-04,195.0,,,,,
11700023,17091,26.0,48.0,2.0,46.0,15.0,82.0,41.0,50.0,28.0,18.0,64.3,30.0,19.0,25.0,44.0,5.0,0.0,5.0,17.0,9.0,3.0,14.0,47.0,118.0,28.0,14.0,118,7.0,0.0,0.0,9.0,1610612742.0,41.0,18.0,43.9,15.0,2.0,0.0,7.0,4.0,3.0,21.0,2.0,10.0,35.0,13.0,81.0,28.0,34.6,19.0,8.0,42.1,26.0,17.0,17.0,11.0,4.0,1.0,6.0,12.0,6.0,4.0,28.0,-47.0,71.0,26.0,9.0,71.0,2.0,0.0,0.0,8.0,1610612741.0,30.0,7.0,23.3,17.0,1.0,20171004.0,2017-10-04,137.0,,,,,
11700024,17495,27.0,13.0,8.0,36.0,0.0,80.0,37.0,46.2,25.0,13.0,52.0,32.0,23.0,26.0,14.0,4.0,2.0,8.0,20.0,6.0,8.0,21.0,-16.0,95.0,34.0,11.0,95,8.0,0.0,0.0,3.0,1610612744.0,28.0,8.0,28.6,19.0,0.0,0.0,3.0,4.0,3.0,26.0,17.0,1.0,32.0,0.0,88.0,37.0,42.0,29.0,25.0,86.2,20.0,30.0,29.0,32.0,7.0,0.0,6.0,16.0,10.0,15.0,17.0,16.0,111.0,44.0,19.0,111.0,13.0,0.0,0.0,6.0,1610612750.0,27.0,12.0,44.4,14.0,2.0,20171005.0,2017-10-05,1352.0,,,,,
11700025,15849,23.0,25.0,7.0,40.0,11.0,88.0,42.0,47.7,25.0,17.0,68.0,31.0,33.0,26.0,22.0,5.0,1.0,5.0,17.0,10.0,9.0,17.0,23.0,112.0,48.0,17.0,112,10.0,0.0,0.0,6.0,1610612753.0,28.0,11.0,39.3,11.0,1.0,0.0,7.0,4.0,1.0,10.0,5.0,3.0,39.0,6.0,91.0,30.0,33.0,25.0,17.0,68.0,20.0,26.0,27.0,16.0,5.0,1.0,3.0,13.0,8.0,16.0,19.0,-23.0,89.0,24.0,11.0,89.0,20.0,0.0,0.0,5.0,1610612742.0,41.0,12.0,29.3,16.0,2.0,20171005.0,2017-10-05,29.0,,,,,
11700026,16012,47.0,62.0,7.0,42.0,21.0,91.0,55.0,60.4,19.0,12.0,63.2,43.0,38.0,26.0,37.0,7.0,0.0,12.0,18.0,11.0,8.0,15.0,62.0,144.0,62.0,43.0,144,9.0,0.0,0.0,18.0,1610612745.0,52.0,22.0,42.3,15.0,2.0,0.0,0.0,4.0,0.0,16.0,0.0,1.0,29.0,4.0,75.0,31.0,41.3,13.0,8.0,61.5,16.0,25.0,21.0,20.0,6.0,1.0,6.0,27.0,8.0,2.0,21.0,-62.0,82.0,30.0,11.0,82.0,3.0,0.0,0.0,9.0,12329.0,34.0,12.0,35.3,28.0,0.0,20171005.0,2017-10-05,335.0,,,,,
11700027,15505,20.0,25.0,6.0,36.0,2.0,89.0,38.0,42.7,18.0,16.0,88.9,27.0,35.0,23.0,21.0,6.0,1.0,8.0,16.0,8.0,11.0,30.0,5.0,106.0,34.0,25.0,106,20.0,0.0,0.0,9.0,1610612757.0,35.0,14.0,40.0,17.0,1.0,0.0,0.0,4.0,1.0,18.0,0.0,5.0,34.0,9.0,75.0,30.0,40.0,33.0,28.0,84.8,26.0,26.0,17.0,32.0,5.0,2.0,6.0,23.0,8.0,4.0,22.0,-5.0,101.0,34.0,19.0,101.0,10.0,0.0,0.0,10.0,1610612761.0,44.0,13.0,29.5,18.0,1.0,20171005.0,2017-10-05,86.0,,,,,
