awayTeamId,awayTeamScore,gameDate,gameId,gameRating,gameStars,homeTeamId,homeTeamScore,ratingDown,ratingPercentage,ratingUp
BOS,83,2012-11-18,20121118BOSDET,1,1,DET,103,0,–,0
CHI,94,2012-11-18,20121118CHIPOR,1,1,POR,102,0,–,0
HOU,108,2012-11-18,20121118HOULAL,4,4,LAL,119,0,–,0
IND,96,2012-11-19,20121119INDWAS,2,2,WAS,89,0,–,0
MIL,98,2012-11-19,20121119MILCHA,4,4,CHA,102,0,–,0
ORL,72,2012-11-19,20121119ORLATL,1,1,ATL,81,0,–,0
DEN,97,2012-11-19,20121119DENMEM,6,6,MEM,92,0,–,0
GSW,105,2012-11-19,20121119GSWDAL,6,6,DAL,101,0,–,0
LAC,92,2012-11-19,20121119LACSAS,6,6,SAS,87,0,–,0
HOU,91,2012-11-19,20121119HOUUTA,2,2,UTA,102,0,–,0
TOR,98,2012-11-20,20121120TORPHI,3,3,PHI,106,0,–,0
NYK,102,2012-11-20,20121120NYKNOH,1,1,NOH,80,0,–,0
BKN,90,2012-11-20,20121120BKNLAL,6,6,LAL,95,0,–,0
DET,74,2012-11-21,20121121DETORL,1,1,ORL,90,0,–,0
NOH,107,2012-11-21,20121121NOHIND,5,5,IND,115,0,–,0
PHI,83,2012-11-21,20121121PHICLE,1,1,CLE,92,0,–,0
TOR,97,2012-11-21,20121121TORCHA,5,5,CHA,98,0,–,0
LAC,111,2012-11-21,20121121LACOKC,8,8,OKC,117,0,–,0
MIL,106,2012-11-21,20121121MILMIA,5,5,MIA,113,0,–,0
SAS,112,2012-11-21,20121121SASBOS,3,3,BOS,100,0,–,0
WAS,100,2012-11-21,20121121WASATL,7,7,ATL,101,0,–,0
CHI,89,2012-11-21,20121121CHIHOU,5,5,HOU,93,0,–,0
DEN,101,2012-11-21,20121121DENMIN,8,8,MIN,94,0,–,0
NYK,111,2012-11-21,20121121NYKDAL,5,5,DAL,114,0,–,0
POR,87,2012-11-21,20121121PORPHX,0,1,PHX,114,0,–,0
LAL,97,2012-11-21,20121121LALSAC,2,2,SAC,113,0,–,0
BKN,93,2012-11-21,20121121BKNGSW,6,6,GSW,102,0,–,0
ATL,101,2012-11-23,20121123ATLCHA,1,1,CHA,91,0,–,0
CLE,104,2012-11-23,20121123CLEORL,6,6,ORL,108,0,–,0
LAC,76,2012-11-23,20121123LACBKN,3,3,BKN,86,0,–,0
OKC,100,2012-11-23,20121123OKCBOS,3,3,BOS,108,0,–,0
TOR,90,2012-11-23,20121123TORDET,3,3,DET,91,0,–,0
LAL,98,2012-11-23,20121123LALMEM,3,3,MEM,106,0,–,0
NYK,103,2012-11-23,20121123NYKHOU,2,2,HOU,131,0,–,0
SAS,104,2012-11-23,20121123SASIND,8,8,IND,97,0,–,0
GSW,91,2012-11-23,20121123GSWDEN,2,2,DEN,102,0,–,0
NOH,108,2012-11-23,20121123NOHPHX,10,10,PHX,111,0,–,0
SAC,102,2012-11-23,20121123SACUTA,7,7,UTA,104,0,–,0
MIN,95,2012-11-23,20121123MINPOR,5,5,POR,103,0,–,0
CHA,108,2012-11-24,20121124CHAWAS,7,7,WAS,106,0,–,0
LAC,93,2012-11-24,20121124LACATL,2,2,ATL,104,0,–,0
OKC,116,2012-11-24,20121124OKCPHI,5,5,PHI,109,0,–,0
CLE,108,2012-11-24,20121124CLEMIA,9,9,MIA,110,0,–,0
LAL,115,2012-11-24,20121124LALDAL,1,1,DAL,89,0,–,0
CHI,93,2012-11-24,20121124CHIMIL,4,4,MIL,86,0,–,0
UTA,97,2012-11-24,20121124UTASAC,1,1,SAC,108,0,–,0
MIN,85,2012-11-24,20121124MINGSW,1,1,GSW,96,0,–,0
DET,100,2012-11-25,20121125DETNYK,1,1,NYK,121,0,–,0
SAS,111,2012-11-25,20121125SASTOR,9,9,TOR,106,0,–,0
POR,85,2012-11-25,20121125PORBKN,2,2,BKN,98,0,–,0
BOS,116,2012-11-25,20121125BOSORL,5,5,ORL,110,0,–,0
PHX,101,2012-11-25,20121125PHXPHI,5,5,PHI,104,0,–,0
NOH,84,2012-11-25,20121125NOHDEN,2,2,DEN,102,0,–,0
NYK,89,2012-11-26,20121126NYKBKN,8,8,BKN,96,0,–,0
SAS,118,2012-11-26,20121126SASWAS,1,1,WAS,92,0,–,0
POR,101,2012-11-26,20121126PORDET,2,2,DET,108,0,–,0
CHA,69,2012-11-26,20121126CHAOKC,1,1,OKC,114,0,–,0
CLE,78,2012-11-26,20121126CLEMEM,5,5,MEM,84,0,–,0
MIL,93,2012-11-26,20121126MILCHI,8,8,CHI,92,0,–,0
DEN,103,2012-11-26,20121126DENUTA,9,9,UTA,105,0,–,0
NOH,105,2012-11-26,20121126NOHLAC,3,3,LAC,98,0,–,0
DAL,98,2012-11-27,20121127DALPHI,5,5,PHI,100,0,–,0
PHX,91,2012-11-27,20121127PHXCLE,1,1,CLE,78,0,–,0
TOR,101,2012-11-27,20121127TORHOU,2,2,HOU,117,0,–,0
MIN,97,2012-11-27,20121127MINSAC,1,1,SAC,89,0,–,0
IND,79,2012-11-27,20121127INDLAL,4,4,LAL,77,0,–,0
POR,82,2012-11-28,20121128PORWAS,5,5,WAS,84,0,–,0
SAS,110,2012-11-28,20121128SASORL,1,1,ORL,89,0,–,0
BKN,95,2012-11-28,20121128BKNBOS,3,3,BOS,83,0,–,0
CHA,91,2012-11-28,20121128CHAATL,5,5,ATL,94,0,–,0
PHX,77,2012-11-28,20121128PHXDET,0,1,DET,117,0,–,0
DAL,78,2012-11-28,20121128DALCHI,0,1,CHI,101,0,–,0
HOU,98,2012-11-28,20121128HOUOKC,2,2,OKC,120,0,–,0
NYK,102,2012-11-28,20121128NYKMIL,2,2,MIL,88,0,–,0
TOR,82,2012-11-28,20121128TORMEM,1,1,MEM,103,0,–,0
UTA,96,2012-11-28,20121128UTANOH,1,1,NOH,84,0,–,0
MIN,95,2012-11-28,20121128MINLAC,5,5,LAC,101,0,–,0
SAS,100,2012-11-29,20121129SASMIA,6,6,MIA,105,0,–,0
DEN,105,2012-11-29,20121129DENGSW,9,9,GSW,106,0,–,0
BKN,98,2012-11-30,20121130BKNORL,2,2,ORL,86,0,–,0
PHI,104,2012-11-30,20121130PHICHA,4,4,CHA,98,0,–,0
PHX,97,2012-11-30,20121130PHXTOR,4,4,TOR,101,0,–,0
CLE,113,2012-11-30,20121130CLEATL,6,6,ATL,111,0,–,0
POR,78,2012-11-30,20121130PORBOS,2,2,BOS,96,0,–,0
WAS,87,2012-11-30,20121130WASNYK,1,1,NYK,108,0,–,0
DET,78,2012-11-30,20121130DETMEM,2,2,MEM,90,0,–,0
MIL,85,2012-11-30,20121130MILMIN,1,1,MIN,95,0,–,0
UTA,94,2012-11-30,20121130UTAOKC,2,2,OKC,106,0,–,0
IND,97,2012-11-30,20121130INDSAC,4,4,SAC,92,0,–,0
DEN,103,2012-11-30,20121130DENLAL,3,3,LAL,122,0,–,0
BKN,89,2012-12-01,20121201BKNMIA,7,7,MIA,102,0,–,0
POR,118,2012-12-01,20121201PORCLE,9,9,CLE,117,0,–,0
OKC,100,2012-12-01,20121201OKCNOH,1,1,NOH,79,0,–,0
PHI,88,2012-12-01,20121201PHICHI,4,4,CHI,93,0,–,0
UTA,116,2012-12-01,20121201UTAHOU,5,5,HOU,124,0,–,0
BOS,88,2012-12-01,20121201BOSMIL,9,9,MIL,91,0,–,0
MEM,95,2012-12-01,20121201MEMSAS,10,10,SAS,99,0,–,0
DET,77,2012-12-01,20121201DETDAL,1,1,DAL,92,0,–,0
IND,92,2012-12-01,20121201INDGSW,1,1,GSW,103,0,–,0
SAC,81,2012-12-01,20121201SACLAC,1,1,LAC,116,0,–,0
PHX,99,2012-12-02,20121202PHXNYK,3,3,NYK,106,0,–,0
ORL,113,2012-12-02,20121202ORLLAL,2,2,LAL,103,0,–,0
POR,118,2012-12-03,20121203PORCHA,9,9,CHA,112,0,–,0
CLE,79,2012-12-03,20121203CLEDET,1,1,DET,89,0,–,0
MIL,81,2012-12-03,20121203MILNOH,0,1,NOH,102,0,–,0
LAC,105,2012-12-03,20121203LACUTA,8,8,UTA,104,0,–,0
TOR,110,2012-12-03,20121203TORDEN,7,7,DEN,113,0,–,0
ORL,102,2012-12-03,20121203ORLGSW,1,1,GSW,94,0,–,0
MIA,101,2012-12-04,20121204MIAWAS,3,3,WAS,105,0,–,0
MIN,105,2012-12-04,20121204MINPHI,1,1,PHI,88,0,–,0
OKC,117,2012-12-04,20121204OKCBKN,5,5,BKN,111,0,–,0
IND,80,2012-12-04,20121204INDCHI,4,4,CHI,76,0,–,0
LAL,105,2012-12-04,20121204LALHOU,10,10,HOU,107,0,–,0
PHX,98,2012-12-04,20121204PHXMEM,9,9,MEM,108,0,–,0
NYK,100,2012-12-05,20121205NYKCHA,6,6,CHA,98,0,–,0
POR,92,2012-12-05,20121205PORIND,2,2,IND,99,0,–,0
GSW,104,2012-12-05,20121205GSWDET,2,2,DET,97,0,–,0
MIN,94,2012-12-05,20121205MINBOS,2,2,BOS,104,0,–,0
CHI,95,2012-12-05,20121205CHICLE,1,1,CLE,85,0,–,0
DEN,104,2012-12-05,20121205DENATL,5,5,ATL,108,0,–,0
LAL,103,2012-12-05,20121205LALNOH,2,2,NOH,87,0,–,0
MIL,99,2012-12-05,20121205MILSAS,2,2,SAS,110,0,–,0
ORL,81,2012-12-05,20121205ORLUTA,2,2,UTA,87,0,–,0
TOR,100,2012-12-05,20121205TORSAC,2,2,SAC,107,0,–,0
DAL,90,2012-12-05,20121205DALLAC,1,1,LAC,112,0,–,0
NYK,112,2012-12-06,20121206NYKMIA,2,2,MIA,92,0,–,0
DAL,97,2012-12-06,20121206DALPHX,5,5,PHX,94,0,–,0
BOS,94,2012-12-07,20121207BOSPHI,8,8,PHI,95,0,–,0
DEN,92,2012-12-07,20121207DENIND,6,6,IND,89,0,–,0
CHI,108,2012-12-07,20121207CHIDET,7,7,DET,104,0,–,0
GSW,109,2012-12-07,20121207GSWBKN,7,7,BKN,102,0,–,0
WAS,95,2012-12-07,20121207WASATL,1,1,ATL,104,0,–,0
CLE,73,2012-12-07,20121207CLEMIN,1,1,MIN,91,0,–,0
MEM,96,2012-12-07,20121207MEMNOH,3,3,NOH,89,0,–,0
CHA,93,2012-12-07,20121207CHAMIL,1,1,MIL,108,0,–,0
HOU,92,2012-12-07,20121207HOUSAS,2,2,SAS,114,0,–,0
TOR,99,2012-12-07,20121207TORUTA,0,1,UTA,131,0,–,0
LAL,108,2012-12-07,20121207LALOKC,5,5,OKC,114,0,–,0
ORL,82,2012-12-07,20121207ORLSAC,1,1,SAC,91,0,–,0
PHX,99,2012-12-08,20121208PHXLAC,2,2,LAC,117,0,–,0
GSW,101,2012-12-08,20121208GSWWAS,2,2,WAS,97,0,–,0
SAS,132,2012-12-08,20121208SASCHA,1,1,CHA,102,0,–,0
DET,104,2012-12-08,20121208DETCLE,2,2,CLE,97,0,–,0
NOH,90,2012-12-08,20121208NOHMIA,2,2,MIA,106,0,–,0
PHI,79,2012-12-08,20121208PHIBOS,2,2,BOS,92,0,–,0
ATL,93,2012-12-08,20121208ATLMEM,2,2,MEM,83,0,–,0
DAL,116,2012-12-08,20121208DALHOU,4,4,HOU,109,0,–,0
NYK,85,2012-12-08,20121208NYKCHI,4,4,CHI,93,0,–,0
SAC,99,2012-12-08,20121208SACPOR,1,1,POR,80,0,–,0
TOR,83,2012-12-09,20121209TORLAC,2,2,LAC,102,0,–,0
MIL,97,2012-12-09,20121209MILBKN,2,2,BKN,88,0,–,0
IND,93,2012-12-09,20121209INDOKC,2,2,OKC,104,0,–,0
DEN,106,2012-12-09,20121209DENNYK,7,7,NYK,112,0,–,0
ORL,98,2012-12-09,20121209ORLPHX,3,3,PHX,90,0,–,0
UTA,117,2012-12-09,20121209UTALAL,4,4,LAL,110,0,–,0
DET,97,2012-12-10,20121210DETPHI,4,4,PHI,104,0,–,0
GSW,104,2012-12-10,20121210GSWCHA,1,1,CHA,96,0,–,0
ATL,92,2012-12-10,20121210ATLMIA,2,2,MIA,101,0,–,0
SAS,134,2012-12-10,20121210SASHOU,7,7,HOU,126,0,–,0
SAC,96,2012-12-10,20121210SACDAL,0,1,DAL,119,0,–,0
TOR,74,2012-12-10,20121210TORPOR,1,1,POR,92,0,–,0
LAL,94,2012-12-11,20121211LALCLE,3,3,CLE,100,0,–,0
NYK,100,2012-12-11,20121211NYKBKN,10,10,BKN,97,0,–,0
DEN,101,2012-12-11,20121211DENDET,8,8,DET,94,0,–,0
WAS,77,2012-12-11,20121211WASNOH,6,6,NOH,70,0,–,0
LAC,94,2012-12-11,20121211LACCHI,5,5,CHI,89,0,–,0
ATL,86,2012-12-12,20121212ATLORL,2,2,ORL,80,0,–,0
BKN,94,2012-12-12,20121212BKNTOR,3,3,TOR,88,0,–,0
CLE,81,2012-12-12,20121212CLEIND,6,6,IND,96,0,–,0
CHI,96,2012-12-12,20121212CHIPHI,4,4,PHI,89,0,–,0
GSW,97,2012-12-12,20121212GSWMIA,6,6,MIA,95,0,–,0
LAC,100,2012-12-12,20121212LACCHA,5,5,CHA,94,0,–,0
DAL,115,2012-12-12,20121212DALBOS,10,10,BOS,117,0,–,0
DEN,105,2012-12-12,20121212DENMIN,8,8,MIN,108,0,–,0
NOH,88,2012-12-12,20121212NOHOKC,5,5,OKC,92,0,–,0
SAC,85,2012-12-12,20121212SACMIL,1,1,MIL,98,0,–,0
WAS,93,2012-12-12,20121212WASHOU,3,3,HOU,99,0,–,0
MEM,80,2012-12-12,20121212MEMPHX,6,6,PHX,82,0,–,0
SAS,96,2012-12-12,20121212SASUTA,6,6,UTA,99,0,–,0
CHA,90,2012-12-13,20121213CHAATL,0,1,ATL,113,0,–,0
LAL,107,2012-12-13,20121213LALNYK,4,4,NYK,116,0,–,0
SAS,90,2012-12-13,20121213SASPOR,2,2,POR,98,0,–,0
DAL,74,2012-12-14,20121214DALTOR,0,1,TOR,95,0,–,0
GSW,85,2012-12-14,20121214GSWORL,1,1,ORL,99,0,–,0
LAL,102,2012-12-14,20121214LALWAS,3,3,WAS,96,0,–,0
PHI,85,2012-12-14,20121214PHIIND,3,3,IND,95,0,–,0
DET,105,2012-12-14,20121214DETBKN,10,10,BKN,107,0,–,0
MIL,90,2012-12-14,20121214MILCLE,2,2,CLE,86,0,–,0
BOS,89,2012-12-14,20121214BOSHOU,3,3,HOU,101,0,–,0
MIN,113,2012-12-14,20121214MINNOH,1,1,NOH,102,0,–,0
SAC,103,2012-12-14,20121214SACOKC,2,2,OKC,113,0,–,0
UTA,84,2012-12-14,20121214UTAPHX,1,1,PHX,99,0,–,0
MEM,94,2012-12-14,20121214MEMDEN,6,6,DEN,99,0,–,0
GSW,115,2012-12-15,20121215GSWATL,0,1,ATL,93,0,–,0
CLE,102,2012-12-15,20121215CLENYK,6,6,NYK,103,0,–,0
IND,88,2012-12-15,20121215INDDET,1,1,DET,77,0,–,0
ORL,107,2012-12-15,20121215ORLCHA,3,3,CHA,98,0,–,0
WAS,72,2012-12-15,20121215WASMIA,1,1,MIA,102,0,–,0
BKN,82,2012-12-15,20121215BKNCHI,6,6,CHI,83,0,–,0
DAL,106,2012-12-15,20121215DALMIN,7,7,MIN,114,0,–,0
BOS,88,2012-12-15,20121215BOSSAS,3,3,SAS,103,0,–,0
LAC,111,2012-12-15,20121215LACMIL,1,1,MIL,85,0,–,0
MEM,99,2012-12-15,20121215MEMUTA,6,6,UTA,86,0,–,0
HOU,96,2012-12-16,20121216HOUTOR,3,3,TOR,103,0,–,0
DEN,122,2012-12-16,20121216DENSAC,1,1,SAC,97,0,–,0
LAL,111,2012-12-16,20121216LALPHI,2,2,PHI,98,0,–,0
NOH,94,2012-12-16,20121216NOHPOR,5,5,POR,95,0,–,0
MIN,93,2012-12-17,20121217MINORL,5,5,ORL,102,0,–,0
HOU,109,2012-12-17,20121217HOUNYK,3,3,NYK,96,0,–,0
LAC,88,2012-12-17,20121217LACDET,2,2,DET,76,0,–,0
CHI,71,2012-12-17,20121217CHIMEM,4,4,MEM,80,0,–,0
SAS,93,2012-12-17,20121217SASOKC,3,3,OKC,107,0,–,0
SAC,90,2012-12-17,20121217SACPHX,6,6,PHX,101,0,–,0
ATL,100,2012-12-18,20121218ATLWAS,6,6,WAS,95,0,–,0
TOR,113,2012-12-18,20121218TORCLE,1,1,CLE,99,0,–,0
MIN,92,2012-12-18,20121218MINMIA,2,2,MIA,103,0,–,0
UTA,92,2012-12-18,20121218UTABKN,8,8,BKN,90,0,–,0
BOS,89,2012-12-18,20121218BOSCHI,2,2,CHI,100,0,–,0
IND,93,2012-12-18,20121218INDMIL,4,4,MIL,98,0,–,0
PHI,100,2012-12-18,20121218PHIDAL,2,2,DAL,107,0,–,0
SAS,106,2012-12-18,20121218SASDEN,5,5,DEN,112,0,–,0
