awayTeamId,awayTeamScore,gameDate,gameId,gameRating,gameStars,homeTeamId,homeTeamScore,ratingDown,ratingPercentage,ratingUp
DAL,75,2015-03-05,20150305DALPOR,3,3,POR,94,0,–,0
CHI,84,2015-03-06,20150306CHIIND,2,2,IND,98,0,–,0
MIA,97,2015-03-06,20150306MIAWAS,7,7,WAS,99,0,–,0
SAC,114,2015-03-06,20150306SACORL,4,4,ORL,119,0,–,0
TOR,94,2015-03-06,20150306TORCHA,2,2,CHA,103,0,–,0
UTA,89,2015-03-06,20150306UTAPHI,3,3,PHI,83,0,–,0
CLE,97,2015-03-06,20150306CLEATL,4,4,ATL,106,0,–,0
BOS,104,2015-03-06,20150306BOSNOP,3,3,NOP,98,0,–,0
DET,93,2015-03-06,20150306DETHOU,3,3,HOU,103,0,–,0
LAL,90,2015-03-06,20150306LALMEM,6,6,MEM,97,0,–,0
PHX,108,2015-03-06,20150306PHXBKN,7,7,BKN,100,0,–,0
DEN,111,2015-03-06,20150306DENSAS,6,6,SAS,120,0,–,0
DAL,89,2015-03-06,20150306DALGSW,3,3,GSW,104,0,–,0
MEM,89,2015-03-07,20150307MEMNOP,9,9,NOP,95,0,–,0
ATL,84,2015-03-07,20150307ATLPHI,8,8,PHI,92,0,–,0
IND,92,2015-03-07,20150307INDNYK,5,5,NYK,86,0,–,0
PHX,79,2015-03-07,20150307PHXCLE,3,3,CLE,89,0,–,0
SAC,109,2015-03-07,20150307SACMIA,10,10,MIA,114,0,–,0
POR,113,2015-03-07,20150307PORMIN,6,6,MIN,121,0,–,0
WAS,85,2015-03-07,20150307WASMIL,4,4,MIL,91,0,–,0
HOU,114,2015-03-07,20150307HOUDEN,3,3,DEN,100,0,–,0
CHI,105,2015-03-08,20150308CHISAS,3,3,SAS,116,0,–,0
LAC,98,2015-03-08,20150308LACGSW,4,4,GSW,106,0,–,0
BOS,98,2015-03-08,20150308BOSORL,8,8,ORL,103,0,–,0
CHA,108,2015-03-08,20150308CHADET,5,5,DET,101,0,–,0
UTA,95,2015-03-08,20150308UTABKN,3,3,BKN,88,0,–,0
TOR,104,2015-03-08,20150308TOROKC,4,4,OKC,108,0,–,0
DAL,100,2015-03-08,20150308DALLAL,5,5,LAL,93,0,–,0
WAS,95,2015-03-09,20150309WASCHA,2,2,CHA,69,0,–,0
BOS,100,2015-03-09,20150309BOSMIA,4,4,MIA,90,0,–,0
SAC,105,2015-03-09,20150309SACATL,2,2,ATL,130,0,–,0
MEM,101,2015-03-09,20150309MEMCHI,3,3,CHI,91,0,–,0
NOP,114,2015-03-09,20150309NOPMIL,4,4,MIL,103,0,–,0
NYK,78,2015-03-09,20150309NYKDEN,1,1,DEN,106,0,–,0
GSW,98,2015-03-09,20150309GSWPHX,3,3,PHX,80,0,–,0
MIN,76,2015-03-09,20150309MINLAC,3,3,LAC,89,0,–,0
ORL,86,2015-03-10,20150310ORLIND,1,1,IND,118,0,–,0
NOP,111,2015-03-10,20150310NOPBKN,4,4,BKN,91,0,–,0
CLE,127,2015-03-10,20150310CLEDAL,2,2,DAL,94,0,–,0
TOR,107,2015-03-10,20150310TORSAS,4,4,SAS,117,0,–,0
NYK,82,2015-03-10,20150310NYKUTA,5,5,UTA,87,0,–,0
DET,85,2015-03-10,20150310DETLAL,4,4,LAL,93,0,–,0
CHI,104,2015-03-11,20150311CHIPHI,4,4,PHI,95,0,–,0
SAC,113,2015-03-11,20150311SACCHA,6,6,CHA,106,0,–,0
BKN,98,2015-03-11,20150311BKNMIA,3,3,MIA,104,0,–,0
MEM,92,2015-03-11,20150311MEMBOS,7,7,BOS,95,0,–,0
LAC,120,2015-03-11,20150311LACOKC,5,5,OKC,108,0,–,0
ORL,91,2015-03-11,20150311ORLMIL,5,5,MIL,97,0,–,0
ATL,102,2015-03-11,20150311ATLDEN,3,3,DEN,115,0,–,0
MIN,97,2015-03-11,20150311MINPHX,2,2,PHX,106,0,–,0
DET,98,2015-03-11,20150311DETGSW,4,4,GSW,105,0,–,0
HOU,100,2015-03-11,20150311HOUPOR,7,7,POR,105,0,–,0
MEM,87,2015-03-12,20150312MEMWAS,3,3,WAS,107,0,–,0
MIL,103,2015-03-12,20150312MILIND,8,8,IND,109,0,–,0
HOU,91,2015-03-12,20150312HOUUTA,3,3,UTA,109,0,–,0
CLE,128,2015-03-12,20150312CLESAS,10,10,SAS,125,0,–,0
NYK,101,2015-03-12,20150312NYKLAL,3,3,LAL,94,0,–,0
CHI,91,2015-03-13,20150313CHICHA,7,7,CHA,101,0,–,0
SAC,107,2015-03-13,20150313SACPHI,9,9,PHI,114,0,–,0
MIA,92,2015-03-13,20150313MIATOR,2,2,TOR,102,0,–,0
ORL,88,2015-03-13,20150313ORLBOS,5,5,BOS,95,0,–,0
MIN,99,2015-03-13,20150313MINOKC,3,3,OKC,113,0,–,0
LAC,99,2015-03-13,20150313LACDAL,2,2,DAL,129,0,–,0
GSW,103,2015-03-13,20150313GSWDEN,3,3,DEN,114,0,–,0
ATL,96,2015-03-13,20150313ATLPHX,5,5,PHX,87,0,–,0
DET,99,2015-03-13,20150313DETPOR,3,3,POR,118,0,–,0
BOS,93,2015-03-14,20150314BOSIND,3,3,IND,89,0,–,0
SAC,97,2015-03-14,20150314SACWAS,8,8,WAS,113,0,–,0
BKN,94,2015-03-14,20150314BKNPHI,5,5,PHI,87,0,–,0
MIL,83,2015-03-14,20150314MILMEM,3,3,MEM,96,0,–,0
DET,85,2015-03-14,20150314DETUTA,6,6,UTA,88,0,–,0
NYK,94,2015-03-14,20150314NYKGSW,2,2,GSW,125,0,–,0
CHI,100,2015-03-15,20150315CHIOKC,5,5,OKC,109,0,–,0
HOU,100,2015-03-15,20150315HOULAC,8,8,LAC,98,0,–,0
CLE,123,2015-03-15,20150315CLEORL,4,4,ORL,108,0,–,0
DEN,118,2015-03-15,20150315DENNOP,9,9,NOP,111,0,–,0
MIN,97,2015-03-15,20150315MINSAS,2,2,SAS,123,0,–,0
POR,113,2015-03-15,20150315PORTOR,3,3,TOR,97,0,–,0
NYK,89,2015-03-15,20150315NYKPHX,2,2,PHX,102,0,–,0
ATL,91,2015-03-15,20150315ATLLAL,4,4,LAL,86,0,–,0
POR,97,2015-03-16,20150316PORWAS,4,4,WAS,105,0,–,0
TOR,117,2015-03-16,20150316TORIND,2,2,IND,98,0,–,0
PHI,89,2015-03-16,20150316PHIBOS,2,2,BOS,108,0,–,0
BKN,122,2015-03-16,20150316BKNMIN,3,3,MIN,106,0,–,0
CLE,92,2015-03-16,20150316CLEMIA,3,3,MIA,106,0,–,0
DEN,81,2015-03-16,20150316DENMEM,5,5,MEM,92,0,–,0
OKC,115,2015-03-16,20150316OKCDAL,8,8,DAL,119,0,–,0
CHA,66,2015-03-16,20150316CHAUTA,1,1,UTA,94,0,–,0
ATL,110,2015-03-16,20150316ATLSAC,4,4,SAC,103,0,–,0
LAL,105,2015-03-16,20150316LALGSW,7,7,GSW,108,0,–,0
MEM,95,2015-03-17,20150317MEMDET,8,8,DET,105,0,–,0
SAS,100,2015-03-17,20150317SASNYK,9,9,NYK,104,0,–,0
MIL,84,2015-03-17,20150317MILNOP,6,6,NOP,85,0,–,0
ORL,94,2015-03-17,20150317ORLHOU,3,3,HOU,107,0,–,0
CHA,92,2015-03-17,20150317CHALAC,4,4,LAC,99,0,–,0
BKN,92,2015-03-18,20150318BKNCLE,5,5,CLE,117,0,–,0
DET,83,2015-03-18,20150318DETPHI,2,2,PHI,94,0,–,0
MIN,100,2015-03-18,20150318MINTOR,5,5,TOR,105,0,–,0
POR,104,2015-03-18,20150318PORMIA,6,6,MIA,108,0,–,0
BOS,118,2015-03-18,20150318BOSOKC,5,5,OKC,122,0,–,0
IND,86,2015-03-18,20150318INDCHI,2,2,CHI,103,0,–,0
ORL,102,2015-03-18,20150318ORLDAL,3,3,DAL,107,0,–,0
SAS,114,2015-03-18,20150318SASMIL,3,3,MIL,103,0,–,0
LAC,116,2015-03-18,20150318LACSAC,3,3,SAC,105,0,–,0
ATL,95,2015-03-18,20150318ATLGSW,4,4,GSW,114,0,–,0
WAS,88,2015-03-18,20150318WASUTA,6,6,UTA,84,0,–,0
MIN,95,2015-03-19,20150319MINNYK,8,8,NYK,92,0,–,0
DEN,108,2015-03-19,20150319DENHOU,7,7,HOU,118,0,–,0
NOP,72,2015-03-19,20150319NOPPHX,6,6,PHX,74,0,–,0
UTA,80,2015-03-19,20150319UTALAL,5,5,LAL,73,0,–,0
NYK,81,2015-03-20,20150320NYKPHI,2,2,PHI,97,0,–,0
POR,104,2015-03-20,20150320PORORL,4,4,ORL,111,0,–,0
DEN,91,2015-03-20,20150320DENMIA,2,2,MIA,108,0,–,0
IND,92,2015-03-20,20150320INDCLE,7,7,CLE,95,0,–,0
MIL,127,2015-03-20,20150320MILBKN,10,10,BKN,129,0,–,0
ATL,115,2015-03-20,20150320ATLOKC,8,8,OKC,123,0,–,0
TOR,92,2015-03-20,20150320TORCHI,2,2,CHI,108,0,–,0
BOS,89,2015-03-20,20150320BOSSAS,3,3,SAS,101,0,–,0
MEM,112,2015-03-20,20150320MEMDAL,3,3,DAL,101,0,–,0
CHA,91,2015-03-20,20150320CHASAC,2,2,SAC,101,0,–,0
NOP,96,2015-03-20,20150320NOPGSW,3,3,GSW,112,0,–,0
WAS,99,2015-03-20,20150320WASLAC,4,4,LAC,113,0,–,0
BKN,123,2015-03-21,20150321BKNIND,3,3,IND,111,0,–,0
CHI,91,2015-03-21,20150321CHIDET,7,7,DET,107,0,–,0
PHX,117,2015-03-21,20150321PHXHOU,6,6,HOU,102,0,–,0
POR,86,2015-03-21,20150321PORMEM,4,4,MEM,97,0,–,0
UTA,91,2015-03-21,20150321UTAGSW,3,3,GSW,106,0,–,0
CLE,108,2015-03-22,20150322CLEMIL,3,3,MIL,90,0,–,0
MIA,75,2015-03-22,20150322MIAOKC,3,3,OKC,93,0,–,0
SAS,114,2015-03-22,20150322SASATL,4,4,ATL,95,0,–,0
NOP,100,2015-03-22,20150322NOPLAC,6,6,LAC,107,0,–,0
NYK,89,2015-03-22,20150322NYKTOR,2,2,TOR,106,0,–,0
DEN,119,2015-03-22,20150322DENORL,4,4,ORL,100,0,–,0
DET,105,2015-03-22,20150322DETBOS,6,6,BOS,97,0,–,0
WAS,86,2015-03-22,20150322WASSAC,2,2,SAC,109,0,–,0
CHA,109,2015-03-22,20150322CHAMIN,5,5,MIN,98,0,–,0
DAL,92,2015-03-22,20150322DALPHX,3,3,PHX,98,0,–,0
PHI,87,2015-03-22,20150322PHILAL,2,2,LAL,101,0,–,0
HOU,110,2015-03-23,20150323HOUIND,5,5,IND,100,0,–,0
BOS,110,2015-03-23,20150323BOSBKN,2,2,BKN,91,0,–,0
MEM,103,2015-03-23,20150323MEMNYK,2,2,NYK,82,0,–,0
CHA,86,2015-03-23,20150323CHACHI,2,2,CHI,98,0,–,0
MIN,106,2015-03-23,20150323MINUTA,8,8,UTA,104,0,–,0
WAS,76,2015-03-23,20150323WASGSW,3,3,GSW,107,0,–,0
TOR,104,2015-03-24,20150324TORDET,3,3,DET,108,0,–,0
LAL,117,2015-03-24,20150324LALOKC,4,4,OKC,127,0,–,0
MIA,88,2015-03-24,20150324MIAMIL,9,9,MIL,89,0,–,0
SAS,94,2015-03-24,20150324SASDAL,7,7,DAL,101,0,–,0
PHI,106,2015-03-24,20150324PHISAC,7,7,SAC,107,0,–,0
GSW,122,2015-03-24,20150324GSWPOR,8,8,POR,108,0,–,0
ATL,95,2015-03-25,20150325ATLORL,6,6,ORL,83,0,–,0
BKN,91,2015-03-25,20150325BKNCHA,6,6,CHA,88,0,–,0
CHI,116,2015-03-25,20150325CHITOR,5,5,TOR,103,0,–,0
IND,103,2015-03-25,20150325INDWAS,8,8,WAS,101,0,–,0
LAC,111,2015-03-25,20150325LACNYK,2,2,NYK,80,0,–,0
MIA,93,2015-03-25,20150325MIABOS,3,3,BOS,86,0,–,0
CLE,111,2015-03-25,20150325CLEMEM,3,3,MEM,89,0,–,0
HOU,95,2015-03-25,20150325HOUNOP,10,10,NOP,93,0,–,0
LAL,101,2015-03-25,20150325LALMIN,6,6,MIN,99,0,–,0
PHI,99,2015-03-25,20150325PHIDEN,2,2,DEN,85,0,–,0
POR,92,2015-03-25,20150325PORUTA,7,7,UTA,89,0,–,0
OKC,91,2015-03-25,20150325OKCSAS,3,3,SAS,130,0,–,0
SAC,108,2015-03-25,20150325SACPHX,2,2,PHX,99,0,–,0
IND,107,2015-03-26,20150326INDMIL,4,4,MIL,111,0,–,0
CHA,107,2015-03-27,20150327CHAWAS,10,10,WAS,110,0,–,0
DET,111,2015-03-27,20150327DETORL,2,2,ORL,97,0,–,0
LAC,119,2015-03-27,20150327LACPHI,2,2,PHI,98,0,–,0
BOS,96,2015-03-27,20150327BOSNYK,5,5,NYK,92,0,–,0
CLE,98,2015-03-27,20150327CLEBKN,5,5,BKN,106,0,–,0
LAL,83,2015-03-27,20150327LALTOR,2,2,TOR,94,0,–,0
MIA,86,2015-03-27,20150327MIAATL,3,3,ATL,99,0,–,0
GSW,107,2015-03-27,20150327GSWMEM,3,3,MEM,84,0,–,0
MIN,110,2015-03-27,20150327MINHOU,4,4,HOU,120,0,–,0
SAC,88,2015-03-27,20150327SACNOP,2,2,NOP,102,0,–,0
DAL,76,2015-03-27,20150327DALSAS,3,3,SAS,94,0,–,0
UTA,91,2015-03-27,20150327UTADEN,2,2,DEN,107,0,–,0
POR,87,2015-03-27,20150327PORPHX,6,6,PHX,81,0,–,0
ATL,100,2015-03-28,20150328ATLCHA,3,3,CHA,115,0,–,0
NYK,80,2015-03-28,20150328NYKCHI,1,1,CHI,111,0,–,0
GSW,108,2015-03-28,20150328GSWMIL,3,3,MIL,95,0,–,0
OKC,89,2015-03-28,20150328OKCUTA,9,9,UTA,94,0,–,0
DEN,114,2015-03-28,20150328DENPOR,5,5,POR,120,0,–,0
HOU,99,2015-03-29,20150329HOUWAS,4,4,WAS,91,0,–,0
LAL,99,2015-03-29,20150329LALBKN,2,2,BKN,107,0,–,0
MIN,88,2015-03-29,20150329MINNOP,1,1,NOP,110,0,–,0
PHI,86,2015-03-29,20150329PHICLE,7,7,CLE,87,0,–,0
DET,102,2015-03-29,20150329DETMIA,5,5,MIA,109,0,–,0
LAC,119,2015-03-29,20150329LACBOS,4,4,BOS,106,0,–,0
DAL,99,2015-03-29,20150329DALIND,5,5,IND,104,0,–,0
MEM,89,2015-03-29,20150329MEMSAS,4,4,SAS,103,0,–,0
OKC,109,2015-03-29,20150329OKCPHX,8,8,PHX,97,0,–,0
BOS,116,2015-03-30,20150330BOSCHA,2,2,CHA,104,0,–,0
LAL,113,2015-03-30,20150330LALPHI,9,9,PHI,111,0,–,0
HOU,96,2015-03-30,20150330HOUTOR,9,9,TOR,99,0,–,0
MIL,88,2015-03-30,20150330MILATL,3,3,ATL,101,0,–,0
SAC,83,2015-03-30,20150330SACMEM,3,3,MEM,97,0,–,0
UTA,104,2015-03-30,20150330UTAMIN,1,1,MIN,84,0,–,0
PHX,86,2015-03-30,20150330PHXPOR,2,2,POR,109,0,–,0
ATL,95,2015-03-31,20150331ATLDET,3,3,DET,105,0,–,0
IND,106,2015-03-31,20150331INDBKN,4,4,BKN,111,0,–,0
SAS,95,2015-03-31,20150331SASMIA,3,3,MIA,81,0,–,0
GSW,110,2015-03-31,20150331GSWLAC,10,10,LAC,106,0,–,0
DET,78,2015-04-01,20150401DETCHA,1,1,CHA,102,0,–,0
PHI,93,2015-04-01,20150401PHIWAS,3,3,WAS,106,0,–,0
SAS,103,2015-04-01,20150401SASORL,3,3,ORL,91,0,–,0
BKN,100,2015-04-01,20150401BKNNYK,6,6,NYK,98,0,–,0
IND,87,2015-04-01,20150401INDBOS,2,2,BOS,100,0,–,0
CHI,91,2015-04-01,20150401CHIMIL,5,5,MIL,95,0,–,0
DAL,135,2015-04-01,20150401DALOKC,7,7,OKC,131,0,–,0
SAC,111,2015-04-01,20150401SACHOU,8,8,HOU,115,0,–,0
TOR,113,2015-04-01,20150401TORMIN,2,2,MIN,99,0,–,0
DEN,84,2015-04-01,20150401DENUTA,2,2,UTA,98,0,–,0
LAC,126,2015-04-01,20150401LACPOR,10,10,POR,122,0,–,0
NOP,113,2015-04-01,20150401NOPLAL,1,1,LAL,92,0,–,0
MIA,88,2015-04-02,20150402MIACLE,2,2,CLE,114,0,–,0
HOU,108,2015-04-02,20150402HOUDAL,6,6,DAL,101,0,–,0
PHX,106,2015-04-02,20150402PHXGSW,8,8,GSW,107,0,–,0
CHA,74,2015-04-03,20150403CHAIND,2,2,IND,93,0,–,0
NYK,87,2015-04-03,20150403NYKWAS,3,3,WAS,101,0,–,0
MIL,110,2015-04-03,20150403MILBOS,2,2,BOS,101,0,–,0
TOR,109,2015-04-03,20150403TORBKN,6,6,BKN,114,0,–,0
DET,82,2015-04-03,20150403DETCHI,3,3,CHI,88,0,–,0
OKC,92,2015-04-03,20150403OKCMEM,6,6,MEM,100,0,–,0
ORL,97,2015-04-03,20150403ORLMIN,2,2,MIN,84,0,–,0
DEN,93,2015-04-03,20150403DENSAS,2,2,SAS,123,0,–,0
NOP,101,2015-04-03,20150403NOPSAC,3,3,SAC,95,0,–,0
POR,107,2015-04-03,20150403PORLAL,2,2,LAL,77,0,–,0
PHI,91,2015-04-04,20150404PHICHA,6,6,CHA,92,0,–,0
BKN,99,2015-04-04,20150404BKNATL,2,2,ATL,131,0,–,0
BOS,117,2015-04-04,20150404BOSTOR,9,9,TOR,116,0,–,0
MIA,98,2015-04-04,20150404MIADET,7,7,DET,99,0,–,0
WAS,92,2015-04-04,20150404WASMEM,4,4,MEM,83,0,–,0
GSW,123,2015-04-04,20150404GSWDAL,4,4,DAL,110,0,–,0
ORL,97,2015-04-04,20150404ORLMIL,6,6,MIL,90,0,–,0
LAC,107,2015-04-04,20150404LACDEN,3,3,DEN,92,0,–,0
NOP,90,2015-04-04,20150404NOPPOR,3,3,POR,99,0,–,0
UTA,85,2015-04-04,20150404UTAPHX,4,4,PHX,87,0,–,0
HOU,115,2015-04-05,20150405HOUOKC,10,10,OKC,112,0,–,0
CHI,94,2015-04-05,20150405CHICLE,4,4,CLE,99,0,–,0
MIA,89,2015-04-05,20150405MIAIND,1,1,IND,112,0,–,0
GSW,92,2015-04-05,20150405GSWSAS,4,4,SAS,107,0,–,0
PHI,91,2015-04-05,20150405PHINYK,4,4,NYK,101,0,–,0
UTA,101,2015-04-05,20150405UTASAC,3,3,SAC,95,0,–,0
LAC,106,2015-04-05,20150405LACLAL,2,2,LAL,78,0,–,0
POR,96,2015-04-06,20150406PORBKN,3,3,BKN,106,0,–,0
CHA,100,2015-04-07,20150407CHAMIA,3,3,MIA,105,0,–,0
PHX,69,2015-04-07,20150407PHXATL,2,2,ATL,96,0,–,0
GSW,100,2015-04-07,20150407GSWNOP,8,8,NOP,103,0,–,0
SAS,113,2015-04-07,20150407SASOKC,3,3,OKC,88,0,–,0
MIN,111,2015-04-07,20150407MINSAC,4,4,SAC,116,0,–,0
LAL,100,2015-04-07,20150407LALLAC,4,4,LAC,105,0,–,0
BOS,113,2015-04-08,20150408BOSDET,2,2,DET,103,0,–,0
CHI,103,2015-04-08,20150408CHIORL,7,7,ORL,105,0,–,0
TOR,92,2015-04-08,20150408TORCHA,2,2,CHA,74,0,–,0
WAS,119,2015-04-08,20150408WASPHI,2,2,PHI,90,0,–,0
ATL,114,2015-04-08,20150408ATLBKN,8,8,BKN,111,0,–,0
IND,102,2015-04-08,20150408INDNYK,2,2,NYK,86,0,–,0
CLE,104,2015-04-08,20150408CLEMIL,4,4,MIL,99,0,–,0
NOP,74,2015-04-08,20150408NOPMEM,2,2,MEM,110,0,–,0
HOU,98,2015-04-08,20150408HOUSAS,4,4,SAS,110,0,–,0
LAL,101,2015-04-08,20150408LALDEN,2,2,DEN,119,0,–,0
SAC,91,2015-04-08,20150408SACUTA,2,2,UTA,103,0,–,0
PHX,104,2015-04-08,20150408PHXDAL,8,8,DAL,107,0,–,0
MIN,91,2015-04-08,20150408MINPOR,2,2,POR,116,0,–,0
CHI,89,2015-04-09,20150409CHIMIA,7,7,MIA,78,0,–,0
POR,105,2015-04-09,20150409PORGSW,9,9,GSW,116,0,–,0
TOR,101,2015-04-10,20150410TORORL,4,4,ORL,99,0,–,0
BOS,99,2015-04-10,20150410BOSCLE,3,3,CLE,90,0,–,0
CHA,80,2015-04-10,20150410CHAATL,2,2,ATL,104,0,–,0
IND,107,2015-04-10,20150410INDDET,5,5,DET,103,0,–,0
MIL,99,2015-04-10,20150410MILNYK,2,2,NYK,91,0,–,0
WAS,80,2015-04-10,20150410WASBKN,2,2,BKN,117,0,–,0
PHX,75,2015-04-10,20150410PHXNOP,2,2,NOP,90,0,–,0
SAC,103,2015-04-10,20150410SACOKC,3,3,OKC,116,0,–,0
SAS,104,2015-04-10,20150410SASHOU,9,9,HOU,103,0,–,0
DAL,144,2015-04-10,20150410DALDEN,10,10,DEN,143,0,–,0
MEM,89,2015-04-10,20150410MEMUTA,7,7,UTA,88,0,–,0
MIN,98,2015-04-10,20150410MINLAL,2,2,LAL,106,0,–,0
NYK,80,2015-04-11,20150411NYKORL,6,6,ORL,79,0,–,0
TOR,107,2015-04-11,20150411TORMIA,8,8,MIA,104,0,–,0
PHI,107,2015-04-11,20150411PHICHI,6,6,CHI,114,0,–,0
MEM,86,2015-04-11,20150411MEMLAC,6,6,LAC,94,0,–,0
UTA,111,2015-04-11,20150411UTAPOR,4,4,POR,105,0,–,0
MIN,101,2015-04-11,20150411MINGSW,3,3,GSW,110,0,–,0
BKN,73,2015-04-12,20150412BKNMIL,1,1,MIL,96,0,–,0
CLE,78,2015-04-12,20150412CLEBOS,2,2,BOS,117,0,–,0
CHA,77,2015-04-12,20150412CHADET,1,1,DET,116,0,–,0
SAC,111,2015-04-12,20150412SACDEN,3,3,DEN,122,0,–,0
ATL,99,2015-04-12,20150412ATLWAS,4,4,WAS,108,0,–,0
OKC,104,2015-04-12,20150412OKCIND,6,6,IND,116,0,–,0
NOP,114,2015-04-12,20150412NOPHOU,5,5,HOU,121,0,–,0
PHX,91,2015-04-12,20150412PHXSAS,3,3,SAS,107,0,–,0
DAL,120,2015-04-12,20150412DALLAL,3,3,LAL,106,0,–,0
DET,97,2015-04-13,20150413DETCLE,3,3,CLE,109,0,–,0
HOU,100,2015-04-13,20150413HOUCHA,3,3,CHA,90,0,–,0
MIL,107,2015-04-13,20150413MILPHI,5,5,PHI,97,0,–,0
CHI,113,2015-04-13,20150413CHIBKN,1,1,BKN,86,0,–,0
NYK,112,2015-04-13,20150413NYKATL,5,5,ATL,108,0,–,0
ORL,93,2015-04-13,20150413ORLMIA,3,3,MIA,100,0,–,0
NOP,100,2015-04-13,20150413NOPMIN,2,2,MIN,88,0,–,0
POR,90,2015-04-13,20150413POROKC,4,4,OKC,101,0,–,0
DAL,92,2015-04-13,20150413DALUTA,2,2,UTA,109,0,–,0
LAL,92,2015-04-13,20150413LALSAC,2,2,SAC,102,0,–,0
DEN,103,2015-04-13,20150413DENLAC,6,6,LAC,110,0,–,0
MEM,107,2015-04-13,20150413MEMGSW,8,8,GSW,111,0,–,0
TOR,93,2015-04-14,20150414TORBOS,7,7,BOS,95,0,–,0
WAS,95,2015-04-14,20150414WASIND,10,10,IND,99,0,–,0
LAC,112,2015-04-14,20150414LACPHX,3,3,PHX,101,0,–,0
CHA,87,2015-04-15,20150415CHATOR,3,3,TOR,92,0,–,0
ATL,85,2015-04-15,20150415ATLCHI,9,9,CHI,91,0,–,0
BOS,105,2015-04-15,20150415BOSMIL,5,5,MIL,100,0,–,0
DET,112,2015-04-15,20150415DETNYK,1,1,NYK,90,0,–,0
MIA,105,2015-04-15,20150415MIAPHI,3,3,PHI,101,0,–,0
OKC,138,2015-04-15,20150415OKCMIN,3,3,MIN,113,0,–,0
ORL,88,2015-04-15,20150415ORLBKN,5,5,BKN,101,0,–,0
POR,98,2015-04-15,20150415PORDAL,3,3,DAL,114,0,–,0
SAS,103,2015-04-15,20150415SASNOP,4,4,NOP,108,0,–,0
UTA,91,2015-04-15,20150415UTAHOU,2,2,HOU,117,0,–,0
WAS,108,2015-04-15,20150415WASCLE,10,10,CLE,113,0,–,0
IND,83,2015-04-15,20150415INDMEM,3,3,MEM,95,0,–,0
DEN,126,2015-04-15,20150415DENGSW,5,5,GSW,133,0,–,0
SAC,122,2015-04-15,20150415SACLAL,1,1,LAL,99,0,–,0
WAS,93,2015-04-18,20150418WASTOR,6,6,TOR,86,0,–,0
NOP,99,2015-04-18,20150418NOPGSW,4,4,GSW,106,0,–,0
MIL,91,2015-04-18,20150418MILCHI,2,2,CHI,103,0,–,0
DAL,108,2015-04-18,20150418DALHOU,4,4,HOU,118,0,–,0
BOS,100,2015-04-19,20150419BOSCLE,3,3,CLE,113,0,–,0
BKN,92,2015-04-19,20150419BKNATL,4,4,ATL,99,0,–,0
POR,86,2015-04-19,20150419PORMEM,4,4,MEM,100,0,–,0
SAS,92,2015-04-19,20150419SASLAC,4,4,LAC,107,0,–,0
MIL,82,2015-04-20,20150420MILCHI,4,4,CHI,91,0,–,0
NOP,87,2015-04-20,20150420NOPGSW,6,6,GSW,97,0,–,0
BOS,91,2015-04-21,20150421BOSCLE,3,3,CLE,99,0,–,0
WAS,117,2015-04-21,20150421WASTOR,4,4,TOR,106,0,–,0
DAL,99,2015-04-21,20150421DALHOU,3,3,HOU,111,0,–,0
BKN,91,2015-04-22,20150422BKNATL,4,4,ATL,96,0,–,0
POR,82,2015-04-22,20150422PORMEM,4,4,MEM,97,0,–,0
SAS,111,2015-04-22,20150422SASLAC,9,9,LAC,107,0,–,0
CLE,103,2015-04-23,20150423CLEBOS,5,5,BOS,95,0,–,0
CHI,113,2015-04-23,20150423CHIMIL,10,10,MIL,106,0,–,0
GSW,123,2015-04-23,20150423GSWNOP,10,10,NOP,119,0,–,0
HOU,130,2015-04-24,20150424HOUDAL,10,10,DAL,128,0,–,0
TOR,99,2015-04-24,20150424TORWAS,6,6,WAS,106,0,–,0
LAC,73,2015-04-24,20150424LACSAS,3,3,SAS,100,0,–,0
ATL,83,2015-04-25,20150425ATLBKN,3,3,BKN,91,0,–,0
CHI,90,2015-04-25,20150425CHIMIL,4,4,MIL,92,0,–,0
GSW,109,2015-04-25,20150425GSWNOP,3,3,NOP,98,0,–,0
MEM,115,2015-04-25,20150425MEMPOR,6,6,POR,109,0,–,0
CLE,101,2015-04-26,20150426CLEBOS,3,3,BOS,93,0,–,0
LAC,114,2015-04-26,20150426LACSAS,4,4,SAS,105,0,–,0
TOR,94,2015-04-26,20150426TORWAS,2,2,WAS,125,0,–,0
HOU,109,2015-04-26,20150426HOUDAL,7,7,DAL,121,0,–,0
ATL,115,2015-04-27,20150427ATLBKN,9,9,BKN,120,0,–,0
MIL,94,2015-04-27,20150427MILCHI,5,5,CHI,88,0,–,0
MEM,92,2015-04-27,20150427MEMPOR,7,7,POR,99,0,–,0
DAL,94,2015-04-28,20150428DALHOU,3,3,HOU,103,0,–,0
SAS,111,2015-04-28,20150428SASLAC,9,9,LAC,107,0,–,0
BKN,97,2015-04-29,20150429BKNATL,3,3,ATL,107,0,–,0
POR,93,2015-04-29,20150429PORMEM,5,5,MEM,99,0,–,0
CHI,120,2015-04-30,20150430CHIMIL,1,1,MIL,66,0,–,0
LAC,102,2015-04-30,20150430LACSAS,7,7,SAS,96,0,–,0
ATL,111,2015-05-01,20150501ATLBKN,2,2,BKN,87,0,–,0
SAS,109,2015-05-02,20150502SASLAC,9,9,LAC,111,0,–,0
WAS,104,2015-05-03,20150503WASATL,8,8,ATL,98,0,–,0
MEM,86,2015-05-03,20150503MEMGSW,8,8,GSW,101,0,–,0
