awayTeamId,awayTeamScore,gameDate,gameId,gameRating,gameStars,homeTeamId,homeTeamScore
DEN,86,2016-11-05,20161105DENDET,1,2,DET,103
WAS,86,2016-11-05,20161105WASORL,11,7,ORL,88
HOU,97,2016-11-05,20161105HOUATL,1,2,ATL,112
SAC,91,2016-11-05,20161105SACMIL,1,1,MIL,117
LAC,116,2016-11-05,20161105LACSAS,-5,3,SAS,92
UTA,114,2016-11-06,20161106UTANYK,14,8,NYK,109
POR,100,2016-11-06,20161106PORMEM,13,7,MEM,94
SAC,96,2016-11-06,20161106SACTOR,9,6,TOR,91
MIL,75,2016-11-06,20161106MILDAL,7,6,DAL,86
DEN,123,2016-11-06,20161106DENBOS,2,4,BOS,107
PHX,108,2016-11-06,20161106PHXLAL,6,3,LAL,119
HOU,114,2016-11-07,20161107HOUWAS,9,5,WAS,106
IND,100,2016-11-07,20161107INDCHA,-3,1,CHA,122
UTA,109,2016-11-07,20161107UTAPHI,1,2,PHI,84
MIA,85,2016-11-07,20161107MIAOKC,1,3,OKC,97
ORL,80,2016-11-07,20161107ORLCHI,1,1,CHI,112
DET,82,2016-11-07,20161107DETLAC,3,2,LAC,114
NOP,106,2016-11-07,20161107NOPGSW,21,6,GSW,116
ATL,110,2016-11-08,20161108ATLCLE,19,5,CLE,106
MIN,110,2016-11-08,20161108MINBKN,9,5,BKN,119
DEN,107,2016-11-08,20161108DENMEM,19,8,MEM,108
PHX,121,2016-11-08,20161108PHXPOR,9,8,POR,124
DAL,109,2016-11-08,20161108DALLAL,4,2,LAL,97
NOP,94,2016-11-08,20161108NOPSAC,2,2,SAC,102
BKN,96,2016-11-09,20161109BKNNYK,8,5,NYK,110
BOS,93,2016-11-09,20161109BOSWAS,-2,2,WAS,118
MIN,123,2016-11-09,20161109MINORL,4,3,ORL,107
PHI,115,2016-11-09,20161109PHIIND,9,6,IND,122
UTA,98,2016-11-09,20161109UTACHA,6,6,CHA,104
CHI,107,2016-11-09,20161109CHIATL,8,3,ATL,115
TOR,112,2016-11-09,20161109TOROKC,7,7,OKC,102
DET,100,2016-11-09,20161109DETPHX,5,5,PHX,107
HOU,101,2016-11-09,20161109HOUSAS,15,5,SAS,99
DAL,95,2016-11-09,20161109DALGSW,0,2,GSW,116
POR,80,2016-11-09,20161109PORLAC,-3,3,LAC,111
CHI,98,2016-11-10,20161110CHIMIA,13,6,MIA,95
NOP,112,2016-11-10,20161110NOPMIL,2,4,MIL,106
GSW,125,2016-11-10,20161110GSWDEN,0,2,DEN,101
LAL,101,2016-11-10,20161110LALSAC,10,7,SAC,91
CLE,105,2016-11-11,20161111CLEWAS,9,6,WAS,94
IND,105,2016-11-11,20161111INDPHI,14,7,PHI,109
TOR,113,2016-11-11,20161111TORCHA,20,10,CHA,111
UTA,87,2016-11-11,20161111UTAORL,2,3,ORL,74
NYK,87,2016-11-11,20161111NYKBOS,2,2,BOS,115
LAC,110,2016-11-11,20161111LACOKC,11,9,OKC,108
DET,86,2016-11-11,20161111DETSAS,4,3,SAS,96
SAC,120,2016-11-11,20161111SACPOR,14,6,POR,122
BOS,105,2016-11-12,20161112BOSIND,8,6,IND,99
LAL,126,2016-11-12,20161112LALNOP,2,1,NOP,99
NYK,107,2016-11-12,20161112NYKTOR,14,8,TOR,118
PHI,96,2016-11-12,20161112PHIATL,3,3,ATL,117
LAC,119,2016-11-12,20161112LACMIN,-1,3,MIN,105
SAS,106,2016-11-12,20161112SASHOU,8,6,HOU,100
UTA,102,2016-11-12,20161112UTAMIA,3,3,MIA,91
WAS,95,2016-11-12,20161112WASCHI,4,5,CHI,106
MEM,96,2016-11-12,20161112MEMMIL,3,3,MIL,106
BKN,122,2016-11-12,20161112BKNPHX,-1,2,PHX,104
DET,106,2016-11-12,20161112DETDEN,1,2,DEN,95
CHA,93,2016-11-13,20161113CHACLE,10,6,CLE,100
LAL,99,2016-11-13,20161113LALMIN,4,1,MIN,125
ORL,119,2016-11-13,20161113ORLOKC,17,8,OKC,117
PHX,120,2016-11-13,20161113PHXGSW,11,4,GSW,133
DEN,105,2016-11-13,20161113DENPOR,7,9,POR,112
ORL,69,2016-11-14,20161114ORLIND,-1,2,IND,88
DAL,77,2016-11-14,20161114DALNYK,6,2,NYK,93
OKC,88,2016-11-14,20161114OKCDET,6,3,DET,104
BOS,105,2016-11-14,20161114BOSNOP,13,7,NOP,106
PHI,88,2016-11-14,20161114PHIHOU,1,1,HOU,115
MIA,90,2016-11-14,20161114MIASAS,6,4,SAS,94
MEM,102,2016-11-14,20161114MEMUTA,6,5,UTA,96
BKN,95,2016-11-14,20161114BKNLAC,0,2,LAC,127
TOR,117,2016-11-15,20161115TORCLE,24,6,CLE,121
ATL,93,2016-11-15,20161115ATLMIA,13,6,MIA,90
CHA,115,2016-11-15,20161115CHAMIN,10,7,MIN,108
CHI,113,2016-11-15,20161115CHIPOR,-1,2,POR,88
BKN,118,2016-11-15,20161115BKNLAL,8,4,LAL,125
CLE,93,2016-11-16,20161116CLEIND,1,3,IND,103
NOP,82,2016-11-16,20161116NOPORL,4,3,ORL,89
WAS,102,2016-11-16,20161116WASPHI,3,3,PHI,109
DAL,83,2016-11-16,20161116DALBOS,8,4,BOS,90
DET,102,2016-11-16,20161116DETNYK,11,4,NYK,105
MIL,100,2016-11-16,20161116MILATL,5,3,ATL,107
GSW,127,2016-11-16,20161116GSWTOR,8,6,TOR,121
HOU,103,2016-11-16,20161116HOUOKC,19,5,OKC,105
PHX,104,2016-11-16,20161116PHXDEN,1,2,DEN,120
MEM,111,2016-11-16,20161116MEMLAC,25,6,LAC,107
SAS,110,2016-11-16,20161116SASSAC,7,4,SAC,105
NYK,112,2016-11-17,20161117NYKWAS,3,4,WAS,119
MIL,73,2016-11-17,20161117MILMIA,5,4,MIA,96
PHI,86,2016-11-17,20161117PHIMIN,2,1,MIN,110
POR,109,2016-11-17,20161117PORHOU,5,4,HOU,126
CHI,85,2016-11-17,20161117CHIUTA,3,3,UTA,77
ATL,96,2016-11-18,20161118ATLCHA,8,5,CHA,100
PHX,116,2016-11-18,20161118PHXIND,1,1,IND,96
DET,81,2016-11-18,20161118DETCLE,3,2,CLE,104
BKN,105,2016-11-18,20161118BKNOKC,5,3,OKC,124
GSW,104,2016-11-18,20161118GSWBOS,3,4,BOS,88
POR,101,2016-11-18,20161118PORNOP,3,3,NOP,113
MEM,80,2016-11-18,20161118MEMDAL,5,7,DAL,64
TOR,113,2016-11-18,20161118TORDEN,11,6,DEN,111
LAC,121,2016-11-18,20161118LACSAC,8,5,SAC,115
SAS,116,2016-11-18,20161118SASLAL,8,4,LAL,107
UTA,102,2016-11-19,20161119UTAHOU,4,3,HOU,111
BOS,94,2016-11-19,20161119BOSDET,18,7,DET,92
CHA,116,2016-11-19,20161119CHANOP,13,7,NOP,121
DAL,87,2016-11-19,20161119DALORL,5,4,ORL,95
MIA,114,2016-11-19,20161119MIAWAS,8,7,WAS,111
PHX,105,2016-11-19,20161119PHXPHI,3,2,PHI,120
MIN,71,2016-11-19,20161119MINMEM,1,2,MEM,93
GSW,124,2016-11-19,20161119GSWMIL,15,8,MIL,121
CHI,95,2016-11-19,20161119CHILAC,20,9,LAC,102
ATL,94,2016-11-20,20161120ATLNYK,7,2,NYK,104
POR,129,2016-11-20,20161120PORBKN,3,3,BKN,109
IND,115,2016-11-20,20161120INDOKC,16,7,OKC,111
TOR,99,2016-11-20,20161120TORSAC,9,7,SAC,102
UTA,91,2016-11-20,20161120UTADEN,3,3,DEN,105
CHI,118,2016-11-20,20161120CHILAL,5,5,LAL,110
GSW,120,2016-11-21,20161121GSWIND,1,2,IND,83
MEM,105,2016-11-21,20161121MEMCHA,3,3,CHA,90
MIA,94,2016-11-21,20161121MIAPHI,6,5,PHI,101
PHX,101,2016-11-21,20161121PHXWAS,11,7,WAS,106
HOU,99,2016-11-21,20161121HOUDET,10,7,DET,96
BOS,99,2016-11-21,20161121BOSMIN,8,7,MIN,93
ORL,89,2016-11-21,20161121ORLMIL,7,6,MIL,93
DAL,91,2016-11-21,20161121DALSAS,7,6,SAS,96
TOR,115,2016-11-21,20161121TORLAC,5,5,LAC,123
NOP,112,2016-11-22,20161122NOPATL,1,2,ATL,94
POR,103,2016-11-22,20161122PORNYK,17,6,NYK,107
CHI,107,2016-11-22,20161122CHIDEN,13,8,DEN,110
OKC,109,2016-11-22,20161122OKCLAL,29,8,LAL,111
ATL,96,2016-11-23,20161123ATLIND,2,2,IND,85
MEM,104,2016-11-23,20161123MEMPHI,13,7,PHI,99
PHX,92,2016-11-23,20161123PHXORL,3,3,ORL,87
POR,125,2016-11-23,20161123PORCLE,13,9,CLE,137
SAS,119,2016-11-23,20161123SASCHA,11,7,CHA,114
BOS,111,2016-11-23,20161123BOSBKN,3,3,BKN,92
MIA,84,2016-11-23,20161123MIADET,-1,1,DET,107
TOR,115,2016-11-23,20161123TORHOU,2,3,HOU,102
LAC,124,2016-11-23,20161123LACDAL,2,2,DAL,104
DEN,83,2016-11-23,20161123DENUTA,2,2,UTA,108
MIN,96,2016-11-23,20161123MINNOP,5,3,NOP,117
LAL,106,2016-11-23,20161123LALGSW,1,3,GSW,149
OKC,101,2016-11-23,20161123OKCSAC,4,3,SAC,116
SAS,109,2016-11-25,20161125SASBOS,19,8,BOS,103
WAS,94,2016-11-25,20161125WASORL,9,6,ORL,91
CHA,111,2016-11-25,20161125CHANYK,44,8,NYK,113
CHI,105,2016-11-25,20161125CHIPHI,-1,2,PHI,89
DAL,90,2016-11-25,20161125DALCLE,-5,2,CLE,128
LAC,97,2016-11-25,20161125LACDET,5,3,DET,108
ATL,68,2016-11-25,20161125ATLUTA,1,2,UTA,95
BKN,97,2016-11-25,20161125BKNIND,-2,1,IND,118
MIA,90,2016-11-25,20161125MIAMEM,3,3,MEM,81
TOR,105,2016-11-25,20161125TORMIL,10,6,MIL,99
MIN,98,2016-11-25,20161125MINPHX,7,5,PHX,85
OKC,132,2016-11-25,20161125OKCDEN,16,9,DEN,129
NOP,104,2016-11-25,20161125NOPPOR,3,3,POR,119
GSW,109,2016-11-25,20161125GSWLAL,-3,2,LAL,85
HOU,117,2016-11-25,20161125HOUSAC,1,2,SAC,104
NYK,102,2016-11-26,20161126NYKCHA,8,3,CHA,107
SAS,112,2016-11-26,20161126SASWAS,3,3,WAS,100
DET,88,2016-11-26,20161126DETOKC,2,3,OKC,106
MEM,110,2016-11-26,20161126MEMMIA,10,8,MIA,107
MIN,102,2016-11-26,20161126MINGSW,1,3,GSW,115
CLE,112,2016-11-27,20161127CLEPHI,14,8,PHI,108
DEN,120,2016-11-27,20161127DENPHX,4,4,PHX,114
LAC,70,2016-11-27,20161127LACIND,0,2,IND,91
MIL,104,2016-11-27,20161127MILORL,4,4,ORL,96
SAC,122,2016-11-27,20161127SACBKN,1,2,BKN,105
NOP,81,2016-11-27,20161127NOPDAL,5,4,DAL,91
HOU,130,2016-11-27,20161127HOUPOR,3,4,POR,114
ATL,94,2016-11-27,20161127ATLLAL,8,5,LAL,109
SAC,95,2016-11-28,20161128SACWAS,6,6,WAS,101
BOS,112,2016-11-28,20161128BOSMIA,8,3,MIA,104
OKC,112,2016-11-28,20161128OKCNYK,18,5,NYK,103
PHI,95,2016-11-28,20161128PHITOR,2,2,TOR,122
CHA,104,2016-11-28,20161128CHAMEM,3,3,MEM,85
UTA,112,2016-11-28,20161128UTAMIN,5,5,MIN,103
ATL,100,2016-11-28,20161128ATLGSW,13,6,GSW,105
DET,112,2016-11-29,20161129DETCHA,0,1,CHA,89
LAC,122,2016-11-29,20161129LACBKN,39,10,BKN,127
CLE,101,2016-11-29,20161129CLEMIL,18,6,MIL,118
LAL,88,2016-11-29,20161129LALNOP,2,4,NOP,105
ORL,95,2016-11-29,20161129ORLSAS,5,3,SAS,83
HOU,101,2016-11-29,20161129HOUUTA,4,3,UTA,120
DET,121,2016-11-30,20161130DETBOS,11,7,BOS,114
MEM,105,2016-11-30,20161130MEMTOR,0,4,TOR,120
LAL,96,2016-11-30,20161130LALCHI,9,6,CHI,90
NYK,106,2016-11-30,20161130NYKMIN,26,8,MIN,104
WAS,115,2016-11-30,20161130WASOKC,16,6,OKC,126
SAS,94,2016-11-30,20161130SASDAL,9,7,DAL,87
ATL,107,2016-11-30,20161130ATLPHX,9,7,PHX,109
MIA,106,2016-11-30,20161130MIADEN,3,4,DEN,98
IND,109,2016-11-30,20161130INDPOR,0,3,POR,131
DAL,87,2016-12-01,20161201DALCHA,1,4,CHA,97
MIL,111,2016-12-01,20161201MILBKN,3,2,BKN,93
LAC,113,2016-12-01,20161201LACCLE,3,4,CLE,94
ORL,94,2016-12-01,20161201ORLMEM,7,8,MEM,95
MIA,111,2016-12-01,20161201MIAUTA,15,8,UTA,110
HOU,132,2016-12-01,20161201HOUGSW,47,7,GSW,127
ORL,105,2016-12-02,20161202ORLPHI,1,2,PHI,88
LAL,80,2016-12-02,20161202LALTOR,-3,2,TOR,113
MIN,114,2016-12-02,20161202MINNYK,9,4,NYK,118
SAC,92,2016-12-02,20161202SACBOS,6,4,BOS,97
CLE,105,2016-12-02,20161202CLECHI,15,6,CHI,111
DET,121,2016-12-02,20161202DETATL,-1,1,ATL,85
LAC,114,2016-12-02,20161202LACNOP,4,3,NOP,96
WAS,105,2016-12-02,20161202WASSAS,16,7,SAS,107
HOU,128,2016-12-02,20161202HOUDEN,4,3,DEN,110
BKN,103,2016-12-03,20161203BKNMIL,5,2,MIL,112
MIN,125,2016-12-03,20161203MINCHA,17,7,CHA,120
ATL,84,2016-12-03,20161203ATLTOR,0,2,TOR,128
BOS,107,2016-12-03,20161203BOSPHI,10,8,PHI,106
LAL,100,2016-12-03,20161203LALMEM,10,9,MEM,103
CHI,82,2016-12-03,20161203CHIDAL,-2,1,DAL,107
DEN,98,2016-12-03,20161203DENUTA,3,4,UTA,105
MIA,92,2016-12-03,20161203MIAPOR,9,7,POR,99
PHX,109,2016-12-03,20161203PHXGSW,2,3,GSW,138
ORL,98,2016-12-04,20161204ORLDET,2,3,DET,92
NOP,92,2016-12-04,20161204NOPOKC,10,3,OKC,101
SAC,98,2016-12-04,20161204SACNYK,4,2,NYK,106
IND,111,2016-12-04,20161204INDLAC,9,6,LAC,102
DEN,106,2016-12-05,20161205DENPHI,4,4,PHI,98
CLE,116,2016-12-05,20161205CLETOR,11,6,TOR,112
OKC,102,2016-12-05,20161205OKCATL,15,7,ATL,99
WAS,118,2016-12-05,20161205WASBKN,14,9,BKN,113
BOS,106,2016-12-05,20161205BOSHOU,13,6,HOU,107
MEM,110,2016-12-05,20161205MEMNOP,19,8,NOP,108
POR,112,2016-12-05,20161205PORCHI,10,8,CHI,110
SAS,97,2016-12-05,20161205SASMIL,15,8,MIL,96
CHA,109,2016-12-05,20161205CHADAL,5,4,DAL,101
IND,106,2016-12-05,20161205INDGSW,19,6,GSW,142
UTA,107,2016-12-05,20161205UTALAL,5,4,LAL,101
ORL,124,2016-12-06,20161206ORLWAS,9,6,WAS,116
CHI,91,2016-12-06,20161206CHIDET,3,2,DET,102
NYK,114,2016-12-06,20161206NYKMIA,5,2,MIA,103
PHI,91,2016-12-06,20161206PHIMEM,5,6,MEM,96
SAS,105,2016-12-06,20161206SASMIN,2,3,MIN,91
PHX,105,2016-12-06,20161206PHXUTA,6,4,UTA,112
BOS,117,2016-12-07,20161207BOSORL,4,2,ORL,87
DET,77,2016-12-07,20161207DETCHA,3,4,CHA,87
DEN,111,2016-12-07,20161207DENBKN,7,4,BKN,116
MIA,95,2016-12-07,20161207MIAATL,2,2,ATL,103
CLE,126,2016-12-07,20161207CLENYK,2,2,NYK,94
LAL,95,2016-12-07,20161207LALHOU,0,1,HOU,134
POR,107,2016-12-07,20161207PORMIL,3,4,MIL,115
SAC,120,2016-12-07,20161207SACDAL,1,1,DAL,89
IND,109,2016-12-07,20161207INDPHX,-1,2,PHX,94
GSW,115,2016-12-07,20161207GSWLAC,5,4,LAC,98
DEN,85,2016-12-08,20161208DENWAS,6,6,WAS,92
MIN,110,2016-12-08,20161208MINTOR,10,7,TOR,124
PHI,99,2016-12-08,20161208PHINOP,2,2,NOP,88
POR,86,2016-12-08,20161208PORMEM,11,9,MEM,88
GSW,106,2016-12-08,20161208GSWUTA,2,5,UTA,99
SAS,91,2016-12-08,20161208SASCHI,6,4,CHI,95
ORL,88,2016-12-09,20161209ORLCHA,2,1,CHA,109
MIA,84,2016-12-09,20161209MIACLE,2,2,CLE,114
TOR,101,2016-12-09,20161209TORBOS,5,8,BOS,94
ATL,114,2016-12-09,20161209ATLMIL,15,9,MIL,110
DET,117,2016-12-09,20161209DETMIN,-1,1,MIN,90
HOU,102,2016-12-09,20161209HOUOKC,13,5,OKC,99
IND,103,2016-12-09,20161209INDDAL,1,2,DAL,111
NYK,103,2016-12-09,20161209NYKSAC,14,6,SAC,100
PHX,119,2016-12-09,20161209PHXLAL,7,4,LAL,115
DEN,121,2016-12-10,20161210DENORL,3,5,ORL,113
MIL,105,2016-12-10,20161210MILWAS,5,5,WAS,110
POR,111,2016-12-10,20161210PORIND,17,10,IND,118
CHA,105,2016-12-10,20161210CHACLE,10,5,CLE,116
DAL,87,2016-12-10,20161210DALHOU,1,1,HOU,109
GSW,89,2016-12-10,20161210GSWMEM,13,3,MEM,110
MIA,100,2016-12-10,20161210MIACHI,2,3,CHI,105
BKN,101,2016-12-10,20161210BKNSAS,1,2,SAS,130
SAC,84,2016-12-10,20161210SACUTA,2,4,UTA,104
NOP,105,2016-12-10,20161210NOPLAC,1,2,LAC,133
PHI,97,2016-12-11,20161211PHIDET,1,2,DET,79
BOS,96,2016-12-11,20161211BOSOKC,23,9,OKC,99
GSW,116,2016-12-11,20161211GSWMIN,5,4,MIN,108
NOP,120,2016-12-11,20161211NOPPHX,15,8,PHX,119
NYK,118,2016-12-11,20161211NYKLAL,14,6,LAL,112
CHA,94,2016-12-12,20161212CHAIND,2,2,IND,110
MIL,100,2016-12-12,20161212MILTOR,3,2,TOR,122
WAS,101,2016-12-12,20161212WASMIA,6,4,MIA,112
BKN,118,2016-12-12,20161212BKNHOU,7,4,HOU,122
DEN,92,2016-12-12,20161212DENDAL,2,1,DAL,112
LAL,92,2016-12-12,20161212LALSAC,0,1,SAC,116
POR,120,2016-12-12,20161212PORLAC,21,9,LAC,121
MEM,86,2016-12-13,20161213MEMCLE,7,4,CLE,103
ORL,131,2016-12-13,20161213ORLATL,4,3,ATL,120
GSW,113,2016-12-13,20161213GSWNOP,18,7,NOP,109
MIN,99,2016-12-13,20161213MINCHI,13,8,CHI,94
NYK,111,2016-12-13,20161213NYKPHX,15,7,PHX,113
OKC,95,2016-12-13,20161213OKCPOR,7,4,POR,114
CHA,106,2016-12-14,20161214CHAWAS,7,5,WAS,109
IND,89,2016-12-14,20161214INDMIA,10,7,MIA,95
LAC,113,2016-12-14,20161214LACORL,5,7,ORL,108
TOR,123,2016-12-14,20161214TORPHI,5,4,PHI,114
LAL,97,2016-12-14,20161214LALBKN,4,4,BKN,107
CLE,85,2016-12-14,20161214CLEMEM,4,4,MEM,93
SAC,98,2016-12-14,20161214SACHOU,0,1,HOU,132
DET,95,2016-12-14,20161214DETDAL,4,5,DAL,85
OKC,89,2016-12-14,20161214OKCUTA,2,3,UTA,109
BOS,101,2016-12-14,20161214BOSSAS,5,5,SAS,108
CHI,97,2016-12-15,20161215CHIMIL,1,2,MIL,108
IND,95,2016-12-15,20161215INDNOP,10,5,NOP,102
POR,120,2016-12-15,20161215PORDEN,4,6,DEN,132
SAS,107,2016-12-15,20161215SASPHX,3,3,PHX,92
NYK,90,2016-12-15,20161215NYKGSW,-1,3,GSW,103
BKN,111,2016-12-16,20161216BKNORL,5,6,ORL,118
DET,108,2016-12-16,20161216DETWAS,1,3,WAS,122
ATL,125,2016-12-16,20161216ATLTOR,5,5,TOR,121
CHA,88,2016-12-16,20161216CHABOS,6,6,BOS,96
LAC,102,2016-12-16,20161216LACMIA,4,4,MIA,98
LAL,100,2016-12-16,20161216LALPHI,0,2,PHI,89
MIL,95,2016-12-16,20161216MILCHI,0,1,CHI,69
NOP,100,2016-12-16,20161216NOPHOU,1,1,HOU,122
SAC,96,2016-12-16,20161216SACMEM,5,4,MEM,92
DAL,100,2016-12-16,20161216DALUTA,10,7,UTA,103
PHX,101,2016-12-17,20161217PHXOKC,5,3,OKC,114
IND,105,2016-12-17,20161217INDDET,1,2,DET,90
CHA,107,2016-12-17,20161217CHAATL,3,2,ATL,99
LAL,108,2016-12-17,20161217LALCLE,8,4,CLE,119
HOU,111,2016-12-17,20161217HOUMIN,26,10,MIN,109
NYK,114,2016-12-17,20161217NYKDEN,1,3,DEN,127
POR,90,2016-12-17,20161217PORGSW,1,3,GSW,135
LAC,110,2016-12-18,20161218LACWAS,25,9,WAS,117
SAC,79,2016-12-18,20161218SACDAL,-1,1,DAL,99
BKN,107,2016-12-18,20161218BKNPHI,8,7,PHI,108
BOS,105,2016-12-18,20161218BOSMIA,4,3,MIA,95
TOR,109,2016-12-18,20161218TORORL,2,2,ORL,79
UTA,82,2016-12-18,20161218UTAMEM,4,4,MEM,73
NOP,100,2016-12-18,20161218NOPSAS,3,3,SAS,113
WAS,105,2016-12-19,20161219WASIND,10,6,IND,107
ATL,110,2016-12-19,20161219ATLOKC,16,10,OKC,108
DET,82,2016-12-19,20161219DETCHI,-2,1,CHI,113
PHX,108,2016-12-19,20161219PHXMIN,8,4,MIN,115
DAL,107,2016-12-19,20161219DALDEN,7,8,DEN,117
LAL,113,2016-12-20,20161220LALCHA,19,9,CHA,117
NOP,108,2016-12-20,20161220NOPPHI,1,2,PHI,93
BKN,104,2016-12-20,20161220BKNTOR,2,3,TOR,116
IND,111,2016-12-20,20161220INDNYK,18,7,NYK,118
ORL,136,2016-12-20,20161220ORLMIA,15,7,MIA,130
BOS,112,2016-12-20,20161220BOSMEM,19,10,MEM,109
CLE,114,2016-12-20,20161220CLEMIL,22,7,MIL,108
SAS,102,2016-12-20,20161220SASHOU,35,8,HOU,100
DEN,102,2016-12-20,20161220DENLAC,0,3,LAC,119
POR,121,2016-12-20,20161220PORSAC,21,10,SAC,126
UTA,74,2016-12-20,20161220UTAGSW,0,3,GSW,104
MIL,102,2016-12-21,20161221MILCLE,4,3,CLE,113
MEM,98,2016-12-21,20161221MEMDET,4,3,DET,86
MIN,92,2016-12-21,20161221MINATL,5,4,ATL,84
OKC,121,2016-12-21,20161221OKCNOP,13,6,NOP,110
