,away_+/-,away_2P,away_2P%,away_2PA,away_2PAr,away_3P,away_3P%,away_3PA,away_3PAr,away_AST,away_AST%,away_AST/TOV,away_BLK,away_BLK%,away_DRB,away_DRB%,away_DRBr,away_DRtg,away_FG,away_FG%,away_FGA,away_FIC,away_FT,away_FT%,away_FT/FGA,away_FTA,away_FTAr,away_FTr,away_HOB,away_ORB,away_ORB%,away_ORBr,away_ORtg,away_PF,away_PTS,away_STL,away_STL%,away_STL/TOV,away_TOV,away_TOV%,away_TRB,away_TRB%,away_TS%,away_TSA,away_USG%,away_eFG%,dbGameId,home_+/-,home_2P,home_2P%,home_2PA,home_2PAr,home_3P,home_3P%,home_3PA,home_3PAr,home_AST,home_AST%,home_AST/TOV,home_BLK,home_BLK%,home_DRB,home_DRB%,home_DRBr,home_DRtg,home_FG,home_FG%,home_FGA,home_FIC,home_FT,home_FT%,home_FT/FGA,home_FTA,home_FTAr,home_FTr,home_HOB,home_ORB,home_ORB%,home_ORBr,home_ORtg,home_PF,home_PTS,home_STL,home_STL%,home_STL/TOV,home_TOV,home_TOV%,home_TRB,home_TRB%,home_TS%,home_TSA,home_USG%,home_eFG%,rating
0,-4.0,28.0,0.538461538461538,52.0,0.693333333333333,7.0,0.30434782608695604,23.0,0.30666666666666603,19.0,54.3,1.583333333333333,4.0,6.3,31.0,60.8,0.720930232558139,126.4,35.0,0.46666666666666606,75.0,75.125,27.0,0.9310344827586201,0.36,29.0,0.38666666666666605,0.387,1.5428571428571431,12.0,35.3,0.27906976744186,121.7,20.0,104.0,2.0,2.3,0.16666666666666602,12.0,12.0,43.0,50.6,0.592525068368277,87.76,100.0,0.5133333333333331,20150324DET,4.0,28.0,0.4375,64.0,0.6881720430107521,12.0,0.413793103448275,29.0,0.31182795698924703,26.0,65.0,3.714285714285714,3.0,5.8,22.0,64.7,0.5238095238095231,121.7,40.0,0.43010752688172005,93.0,82.25,16.0,0.6666666666666661,0.17204301075268802,24.0,0.25806451612903203,0.258,1.65,20.0,39.2,0.47619047619047605,126.4,21.0,108.0,5.0,5.9,0.7142857142857141,7.0,6.3,42.0,49.4,0.521436848203939,103.56,100.0,0.49462365591397806,4
1,8.0,31.0,0.525423728813559,59.0,0.7763157894736841,6.0,0.35294117647058804,17.0,0.223684210526315,18.0,48.6,1.058823529411764,3.0,5.1,28.0,84.8,0.8484848484848481,91.4,37.0,0.486842105263157,76.0,67.125,19.0,0.6551724137931031,0.25,29.0,0.381578947368421,0.382,1.486486486486486,5.0,11.9,0.15151515151515102,99.5,22.0,99.0,17.0,17.1,1.0,17.0,16.1,33.0,44.0,0.557683641279855,88.76,100.0,0.5263157894736841,20150410NYK,-8.0,29.0,0.491525423728813,59.0,0.8194444444444441,5.0,0.384615384615384,13.0,0.18055555555555503,22.0,64.7,0.9166666666666661,5.0,8.5,37.0,88.1,0.88095238095238,99.5,34.0,0.47222222222222204,72.0,57.75,18.0,0.75,0.25,24.0,0.33333333333333304,0.333,1.647058823529411,5.0,15.2,0.11904761904761901,91.4,26.0,91.0,7.0,7.0,0.291666666666666,24.0,22.5,42.0,56.0,0.551114341085271,82.56,100.0,0.5069444444444441,0
2,-25.0,29.0,0.39189189189189105,74.0,0.8705882352941171,3.0,0.27272727272727204,11.0,0.129411764705882,16.0,50.0,1.4545454545454541,2.0,3.8,25.0,67.6,0.7142857142857141,121.6,32.0,0.37647058823529406,85.0,55.625,24.0,0.827586206896551,0.28235294117647003,29.0,0.341176470588235,0.341,1.5,10.0,19.6,0.28571428571428503,95.4,17.0,91.0,12.0,12.6,1.09090909090909,11.0,10.1,35.0,39.8,0.46542553191489305,97.76,100.0,0.394117647058823,20150408POR,25.0,30.0,0.5769230769230761,52.0,0.6117647058823531,12.0,0.36363636363636304,33.0,0.388235294117647,25.0,59.5,1.666666666666666,2.0,2.7,41.0,80.4,0.7735849056603771,95.4,42.0,0.49411764705882305,85.0,94.875,20.0,0.8695652173913041,0.23529411764705802,23.0,0.270588235294117,0.271,1.595238095238095,12.0,32.4,0.226415094339622,121.6,23.0,116.0,8.0,8.4,0.533333333333333,15.0,13.6,53.0,60.2,0.609756097560975,95.12,100.0,0.5647058823529411,3
3,21.0,34.0,0.5074626865671641,67.0,0.8481012658227841,7.0,0.583333333333333,12.0,0.151898734177215,22.0,53.7,2.2,2.0,3.4,30.0,78.9,0.769230769230769,92.7,41.0,0.518987341772151,79.0,76.625,14.0,0.7368421052631571,0.177215189873417,19.0,0.24050632911392403,0.241,1.5365853658536581,9.0,23.7,0.23076923076923,116.5,19.0,103.0,4.0,4.5,0.4,10.0,10.3,39.0,51.3,0.589514652014652,87.36,100.0,0.563291139240506,20150323NYK,-21.0,28.0,0.482758620689655,58.0,0.763157894736842,4.0,0.22222222222222202,18.0,0.23684210526315702,22.0,68.8,1.294117647058823,6.0,9.0,29.0,76.3,0.7837837837837831,116.5,32.0,0.421052631578947,76.0,54.375,14.0,0.8235294117647051,0.18421052631578902,17.0,0.223684210526315,0.224,1.6875,8.0,21.1,0.216216216216216,92.7,18.0,82.0,4.0,4.5,0.23529411764705802,17.0,16.9,37.0,48.7,0.49113560134163803,83.48,100.0,0.447368421052631,0
4,-12.0,28.0,0.482758620689655,58.0,0.6236559139784941,6.0,0.171428571428571,35.0,0.37634408602150504,25.0,73.5,1.7857142857142851,4.0,6.7,36.0,76.6,0.6923076923076921,103.8,34.0,0.36559139784946204,93.0,65.375,10.0,0.769230769230769,0.10752688172043001,13.0,0.13978494623655902,0.14,1.735294117647058,16.0,33.3,0.30769230769230704,90.8,22.0,84.0,9.0,9.7,0.642857142857142,14.0,12.4,52.0,54.7,0.42544570502431106,98.72,100.0,0.39784946236559104,20141207ATL,12.0,26.0,0.433333333333333,60.0,0.689655172413793,10.0,0.37037037037037,27.0,0.310344827586206,26.0,72.2,2.166666666666666,4.0,6.9,32.0,66.7,0.744186046511627,90.8,36.0,0.413793103448275,87.0,78.125,14.0,0.7368421052631571,0.160919540229885,19.0,0.21839080459770102,0.218,1.722222222222222,11.0,23.4,0.255813953488372,103.8,15.0,96.0,9.0,9.7,0.75,12.0,11.2,43.0,45.3,0.5033557046979861,95.36,100.0,0.47126436781609105,1
5,-2.0,31.0,0.516666666666666,60.0,0.6666666666666661,11.0,0.36666666666666603,30.0,0.33333333333333304,26.0,61.9,1.733333333333333,7.0,10.3,33.0,75.0,0.66,116.6,42.0,0.46666666666666606,90.0,94.5,13.0,0.7222222222222221,0.14444444444444401,18.0,0.2,0.2,1.619047619047619,17.0,38.6,0.34,114.5,20.0,108.0,11.0,11.7,0.7333333333333331,15.0,13.3,50.0,56.8,0.551470588235294,97.92,100.0,0.527777777777777,20150302BRK,2.0,34.0,0.5,68.0,0.764044943820224,10.0,0.47619047619047605,21.0,0.23595505617977502,20.0,45.5,1.5384615384615379,1.0,1.7000000000000002,27.0,61.4,0.710526315789473,114.5,44.0,0.49438202247191004,89.0,77.5,12.0,0.75,0.13483146067415702,16.0,0.179775280898876,0.18,1.4545454545454541,11.0,25.0,0.28947368421052605,116.6,12.0,110.0,7.0,7.4,0.538461538461538,13.0,11.9,38.0,43.2,0.572678050812161,96.04,100.0,0.550561797752809,1
6,-20.0,25.0,0.33783783783783705,74.0,0.88095238095238,3.0,0.30000000000000004,10.0,0.11904761904761901,23.0,82.1,1.916666666666666,13.0,20.6,36.0,76.6,0.75,101.7,28.0,0.33333333333333304,84.0,61.5,10.0,0.625,0.11904761904761901,16.0,0.19047619047619002,0.19,1.8214285714285712,12.0,24.0,0.25,78.9,17.0,69.0,7.0,8.0,0.583333333333333,12.0,11.6,48.0,49.5,0.378954305799648,91.04,100.0,0.35119047619047605,20150118SAS,20.0,23.0,0.365079365079365,63.0,0.7875000000000001,8.0,0.47058823529411703,17.0,0.21250000000000002,23.0,74.2,2.3,6.0,8.1,38.0,76.0,0.7755102040816321,78.9,31.0,0.3875,80.0,79.875,19.0,0.826086956521739,0.23750000000000002,23.0,0.28750000000000003,0.28800000000000003,1.741935483870967,11.0,23.4,0.224489795918367,101.7,14.0,89.0,8.0,9.1,0.8,10.0,10.0,49.0,50.5,0.49378606302707506,90.12,100.0,0.4375,2
7,28.0,32.0,0.5,64.0,0.7710843373493971,5.0,0.26315789473684204,19.0,0.228915662650602,21.0,56.8,2.625,5.0,8.8,38.0,79.2,0.7916666666666661,88.6,37.0,0.44578313253012003,83.0,88.0,27.0,0.9,0.32530120481927705,30.0,0.36144578313253,0.361,1.567567567567567,10.0,26.3,0.208333333333333,120.4,18.0,106.0,8.0,9.1,1.0,8.0,7.7,48.0,55.8,0.55093555093555,96.2,100.0,0.475903614457831,20150210CHO,-28.0,20.0,0.350877192982456,57.0,0.703703703703703,9.0,0.375,24.0,0.296296296296296,21.0,72.4,1.9090909090909092,9.0,14.1,28.0,73.7,0.7368421052631571,120.4,29.0,0.358024691358024,81.0,52.5,11.0,0.785714285714285,0.13580246913580202,14.0,0.17283950617283902,0.17300000000000001,1.7241379310344822,10.0,20.8,0.26315789473684204,88.6,21.0,78.0,1.0,1.1,0.09090909090909001,11.0,11.2,38.0,44.2,0.44745296007342805,87.16,100.0,0.41358024691358003,1
8,-6.0,33.0,0.5409836065573771,61.0,0.709302325581395,6.0,0.24,25.0,0.290697674418604,20.0,51.3,1.818181818181818,4.0,7.4,34.0,69.4,0.85,110.8,39.0,0.45348837209302306,86.0,66.0,25.0,0.7812500000000001,0.290697674418604,32.0,0.372093023255813,0.372,1.5128205128205119,6.0,13.3,0.15,105.0,40.0,109.0,9.0,8.7,0.818181818181818,11.0,9.9,40.0,42.6,0.5445643485211831,100.08,100.0,0.488372093023255,20150506HOU,6.0,29.0,0.5370370370370371,54.0,0.675,5.0,0.192307692307692,26.0,0.325,20.0,58.8,1.428571428571428,10.0,16.4,39.0,86.7,0.7222222222222221,105.0,34.0,0.425,80.0,83.75,42.0,0.65625,0.525,64.0,0.8,0.8,1.5882352941176472,15.0,30.6,0.277777777777777,110.8,27.0,115.0,6.0,5.8,0.42857142857142805,14.0,11.5,54.0,57.4,0.531619822485207,108.16,100.0,0.45625000000000004,3
9,-5.0,27.0,0.43548387096774105,62.0,0.738095238095238,8.0,0.36363636363636304,22.0,0.26190476190476103,23.0,65.7,2.090909090909091,11.0,22.4,29.0,74.4,0.7435897435897431,104.8,35.0,0.416666666666666,84.0,75.125,14.0,0.7368421052631571,0.16666666666666602,19.0,0.22619047619047603,0.226,1.657142857142857,10.0,21.3,0.256410256410256,99.4,23.0,92.0,10.0,10.8,0.9090909090909091,11.0,10.6,39.0,45.3,0.49805110437418804,92.36,100.0,0.464285714285714,20150303CHI,5.0,24.0,0.48979591836734604,49.0,0.6282051282051281,9.0,0.310344827586206,29.0,0.37179487179487103,20.0,60.6,1.25,7.0,11.3,37.0,78.7,0.7872340425531911,99.4,33.0,0.423076923076923,78.0,73.0,22.0,0.7333333333333331,0.28205128205128205,30.0,0.384615384615384,0.385,1.606060606060606,10.0,25.6,0.212765957446808,104.8,16.0,97.0,5.0,5.4,0.3125,16.0,14.9,47.0,54.7,0.531798245614035,91.2,100.0,0.48076923076923006,3
10,6.0,38.0,0.42696629213483106,89.0,0.8557692307692301,3.0,0.2,15.0,0.14423076923076902,18.0,43.9,2.0,4.0,6.8,32.0,74.4,0.6153846153846151,106.9,41.0,0.39423076923076905,104.0,79.625,29.0,0.8787878787878781,0.278846153846153,33.0,0.317307692307692,0.317,1.439024390243902,20.0,39.2,0.384615384615384,112.8,18.0,114.0,8.0,7.9,0.8888888888888881,9.0,7.1,52.0,55.3,0.48093148835639504,118.52,100.0,0.40865384615384603,20141031CHI,-6.0,28.0,0.47457627118644,59.0,0.655555555555555,13.0,0.41935483870967705,31.0,0.34444444444444405,25.0,61.0,1.31578947368421,14.0,15.7,31.0,60.8,0.738095238095238,112.8,41.0,0.45555555555555505,90.0,78.375,13.0,0.764705882352941,0.14444444444444401,17.0,0.18888888888888802,0.189,1.609756097560975,11.0,25.6,0.26190476190476103,106.9,28.0,108.0,4.0,4.0,0.210526315789473,19.0,16.3,42.0,44.7,0.553959786622897,97.48,100.0,0.527777777777777,12
11,-17.0,29.0,0.41428571428571404,70.0,0.777777777777777,2.0,0.1,20.0,0.22222222222222202,17.0,54.8,1.214285714285714,1.0,2.2,29.0,78.4,0.707317073170731,101.4,31.0,0.34444444444444405,90.0,44.125,17.0,0.894736842105263,0.18888888888888802,19.0,0.21111111111111103,0.211,1.548387096774193,12.0,25.0,0.292682926829268,83.8,24.0,81.0,12.0,12.4,0.8571428571428571,14.0,12.5,41.0,48.2,0.41175274501830006,98.36,100.0,0.355555555555555,20141106HOU,17.0,24.0,0.533333333333333,45.0,0.625,10.0,0.37037037037037,27.0,0.375,18.0,52.9,0.8571428571428571,6.0,8.6,36.0,75.0,0.818181818181818,83.8,34.0,0.47222222222222204,72.0,66.625,20.0,0.6060606060606061,0.277777777777777,33.0,0.45833333333333304,0.458,1.529411764705882,8.0,21.6,0.18181818181818102,101.4,20.0,98.0,7.0,7.2,0.33333333333333304,21.0,19.5,44.0,51.8,0.566343042071197,86.52,100.0,0.5416666666666661,3
12,-37.0,22.0,0.372881355932203,59.0,0.766233766233766,4.0,0.22222222222222202,18.0,0.233766233766233,17.0,65.4,1.133333333333333,4.0,6.0,25.0,61.0,0.6578947368421051,125.4,26.0,0.33766233766233705,77.0,43.375,21.0,0.6774193548387091,0.27272727272727204,31.0,0.402597402597402,0.403,1.653846153846153,13.0,27.1,0.342105263157894,84.7,20.0,77.0,8.0,8.8,0.533333333333333,15.0,14.2,38.0,42.7,0.42475728155339804,90.64,100.0,0.36363636363636304,20150207WAS,37.0,35.0,0.522388059701492,67.0,0.770114942528735,9.0,0.45,20.0,0.22988505747126403,31.0,70.5,2.214285714285714,3.0,5.1,35.0,72.9,0.686274509803921,84.7,44.0,0.505747126436781,87.0,99.375,17.0,0.7391304347826081,0.195402298850574,23.0,0.26436781609195403,0.264,1.7045454545454541,16.0,39.0,0.31372549019607804,125.4,24.0,114.0,9.0,9.9,0.642857142857142,14.0,12.6,51.0,57.3,0.586902800658978,97.12,100.0,0.557471264367816,0
13,2.0,36.0,0.514285714285714,70.0,0.777777777777777,7.0,0.35000000000000003,20.0,0.22222222222222202,33.0,76.7,3.666666666666666,7.0,11.1,29.0,64.4,0.7435897435897431,108.7,43.0,0.477777777777777,90.0,95.0,8.0,0.8,0.088888888888888,10.0,0.11111111111111101,0.111,1.767441860465116,10.0,24.4,0.256410256410256,110.9,17.0,101.0,11.0,12.1,1.222222222222222,9.0,8.7,39.0,45.3,0.534957627118644,94.4,100.0,0.516666666666666,20141221OKC,-2.0,33.0,0.5238095238095231,63.0,0.759036144578313,5.0,0.25,20.0,0.24096385542168602,17.0,44.7,1.0625,5.0,7.1,31.0,75.6,0.659574468085106,110.9,38.0,0.457831325301204,83.0,73.5,18.0,0.75,0.21686746987951802,24.0,0.28915662650602403,0.289,1.447368421052631,16.0,35.6,0.34042553191489305,108.7,13.0,99.0,7.0,7.7,0.4375,16.0,14.6,47.0,54.7,0.529072253099615,93.56,100.0,0.487951807228915,1
14,-8.0,30.0,0.461538461538461,65.0,0.6989247311827951,9.0,0.321428571428571,28.0,0.30107526881720403,22.0,56.4,1.375,2.0,3.6,35.0,87.5,0.660377358490566,116.7,39.0,0.41935483870967705,93.0,68.625,18.0,0.72,0.19354838709677402,25.0,0.26881720430107503,0.269,1.564102564102564,18.0,37.5,0.339622641509433,108.4,25.0,105.0,3.0,3.1,0.1875,16.0,13.3,53.0,60.2,0.5048076923076921,104.0,100.0,0.46774193548387005,20150204MIL,8.0,30.0,0.535714285714285,56.0,0.6829268292682921,11.0,0.423076923076923,26.0,0.31707317073170704,25.0,61.0,2.272727272727273,7.0,10.8,30.0,62.5,0.8571428571428571,108.4,41.0,0.5,82.0,90.75,20.0,0.9090909090909091,0.24390243902439002,22.0,0.268292682926829,0.268,1.609756097560975,5.0,12.5,0.14285714285714202,116.7,22.0,113.0,10.0,10.3,0.9090909090909091,11.0,10.7,35.0,39.8,0.616273996509598,91.68,100.0,0.567073170731707,11
15,19.0,32.0,0.6153846153846151,52.0,0.6666666666666661,12.0,0.461538461538461,26.0,0.33333333333333304,30.0,68.2,3.0,8.0,13.1,32.0,72.7,0.8888888888888881,101.4,44.0,0.5641025641025641,78.0,99.375,9.0,0.818181818181818,0.115384615384615,11.0,0.14102564102564102,0.14100000000000001,1.6818181818181812,4.0,13.3,0.11111111111111101,122.8,20.0,109.0,7.0,7.9,0.7000000000000001,10.0,10.8,36.0,48.6,0.6578947368421051,82.84,100.0,0.6410256410256411,20150104CLE,-19.0,27.0,0.442622950819672,61.0,0.709302325581395,8.0,0.32,25.0,0.290697674418604,26.0,74.3,2.166666666666666,3.0,5.8,26.0,86.7,0.684210526315789,122.8,35.0,0.406976744186046,86.0,66.625,12.0,0.7058823529411761,0.13953488372093,17.0,0.19767441860465101,0.198,1.742857142857142,12.0,27.3,0.31578947368421,101.4,14.0,90.0,6.0,6.8,0.5,12.0,11.4,38.0,51.4,0.481386392811296,93.48,100.0,0.45348837209302306,2
16,2.0,18.0,0.45,40.0,0.5633802816901401,14.0,0.45161290322580605,31.0,0.436619718309859,25.0,78.1,1.136363636363636,3.0,3.8,31.0,67.4,0.720930232558139,108.8,32.0,0.450704225352112,71.0,80.0,23.0,0.8214285714285711,0.323943661971831,28.0,0.394366197183098,0.394,1.78125,12.0,32.4,0.27906976744186,111.0,15.0,101.0,9.0,9.9,0.409090909090909,22.0,20.9,43.0,51.8,0.606096975516082,83.32,100.0,0.549295774647887,20150122MIL,-2.0,37.0,0.46835443037974606,79.0,0.8586956521739131,5.0,0.384615384615384,13.0,0.141304347826086,26.0,61.9,2.166666666666666,5.0,12.5,25.0,67.6,0.625,111.0,42.0,0.45652173913043403,92.0,76.75,10.0,0.833333333333333,0.10869565217391301,12.0,0.130434782608695,0.13,1.619047619047619,15.0,32.6,0.375,108.8,25.0,99.0,11.0,12.1,0.9166666666666661,12.0,11.0,40.0,48.2,0.508840460526315,97.28,100.0,0.483695652173913,0
17,6.0,29.0,0.446153846153846,65.0,0.7386363636363631,8.0,0.347826086956521,23.0,0.261363636363636,20.0,54.1,2.857142857142857,2.0,3.3,37.0,77.1,0.84090909090909,99.9,37.0,0.420454545454545,88.0,74.625,18.0,0.9473684210526311,0.204545454545454,19.0,0.21590909090909002,0.216,1.54054054054054,7.0,15.9,0.159090909090909,106.3,22.0,100.0,9.0,9.6,1.2857142857142851,7.0,6.8,44.0,47.8,0.518887505188875,96.36,100.0,0.46590909090909005,20150114POR,-6.0,29.0,0.475409836065573,61.0,0.701149425287356,6.0,0.23076923076923,26.0,0.29885057471264304,22.0,62.9,1.833333333333333,1.0,1.5,37.0,84.1,0.770833333333333,106.3,35.0,0.40229885057471204,87.0,67.0,18.0,0.9,0.206896551724137,20.0,0.22988505747126403,0.23,1.6285714285714281,11.0,22.9,0.22916666666666602,99.9,18.0,94.0,5.0,5.3,0.416666666666666,12.0,11.1,48.0,52.2,0.49060542797494705,95.8,100.0,0.43678160919540204,1
18,-8.0,26.0,0.49056603773584906,53.0,0.716216216216216,9.0,0.42857142857142805,21.0,0.283783783783783,17.0,48.6,0.894736842105263,4.0,7.0,29.0,70.7,0.7837837837837831,113.8,35.0,0.47297297297297203,74.0,64.75,25.0,0.7812500000000001,0.33783783783783705,32.0,0.432432432432432,0.432,1.485714285714285,8.0,20.0,0.216216216216216,105.6,25.0,104.0,9.0,9.1,0.47368421052631504,19.0,17.7,37.0,45.7,0.5903723887375111,88.08,100.0,0.533783783783783,20141112PHO,8.0,31.0,0.543859649122807,57.0,0.703703703703703,8.0,0.33333333333333304,24.0,0.296296296296296,20.0,51.3,1.0,2.0,3.8,32.0,80.0,0.7272727272727271,105.6,39.0,0.481481481481481,81.0,77.375,26.0,0.896551724137931,0.320987654320987,29.0,0.358024691358024,0.358,1.5128205128205119,12.0,29.3,0.27272727272727204,113.8,22.0,112.0,10.0,10.2,0.5,20.0,17.6,44.0,54.3,0.5972696245733781,93.76,100.0,0.530864197530864,2
19,2.0,25.0,0.396825396825396,63.0,0.777777777777777,9.0,0.5,18.0,0.22222222222222202,21.0,61.8,2.625,4.0,7.4,29.0,74.4,0.763157894736842,102.2,34.0,0.419753086419753,81.0,74.625,14.0,0.8235294117647051,0.17283950617283902,17.0,0.209876543209876,0.21,1.617647058823529,9.0,20.9,0.23684210526315702,104.5,14.0,91.0,10.0,11.5,1.25,8.0,8.3,38.0,46.3,0.514240506329113,88.48,100.0,0.47530864197530803,20141107OKC,-2.0,25.0,0.462962962962962,54.0,0.683544303797468,12.0,0.48,25.0,0.316455696202531,16.0,43.2,0.9411764705882351,1.0,1.6,34.0,79.1,0.772727272727272,104.5,37.0,0.46835443037974606,79.0,55.125,3.0,0.27272727272727204,0.037974683544303,11.0,0.139240506329113,0.139,1.432432432432432,10.0,25.6,0.22727272727272702,102.2,18.0,89.0,3.0,3.4,0.17647058823529402,17.0,16.9,44.0,53.7,0.530772900763358,83.84,100.0,0.544303797468354,2
20,2.0,34.0,0.46575342465753405,73.0,0.715686274509803,6.0,0.206896551724137,29.0,0.284313725490196,21.0,52.5,2.1,5.0,7.1,46.0,78.0,0.8070175438596491,96.7,40.0,0.39215686274509803,102.0,75.875,19.0,0.826086956521739,0.18627450980392102,23.0,0.22549019607843102,0.225,1.525,11.0,19.6,0.19298245614035,98.6,21.0,105.0,5.0,4.7,0.5,10.0,8.2,57.0,49.6,0.46824830538708506,112.12,100.0,0.42156862745098006,20150121WAS,-2.0,31.0,0.44285714285714206,70.0,0.7000000000000001,7.0,0.23333333333333303,30.0,0.30000000000000004,23.0,60.5,2.555555555555555,3.0,4.1,45.0,80.4,0.775862068965517,98.6,38.0,0.38,100.0,80.0,20.0,0.769230769230769,0.2,26.0,0.26,0.26,1.6052631578947372,13.0,22.0,0.224137931034482,96.7,20.0,103.0,8.0,7.5,0.8888888888888881,9.0,7.5,58.0,50.4,0.46213208901651104,111.44,100.0,0.41500000000000004,11
21,4.0,30.0,0.46875000000000006,64.0,0.7529411764705881,8.0,0.38095238095238004,21.0,0.24705882352941103,28.0,73.7,3.111111111111111,1.0,1.7000000000000002,33.0,76.7,0.7674418604651161,111.5,38.0,0.447058823529411,85.0,84.25,26.0,0.764705882352941,0.30588235294117605,34.0,0.4,0.4,1.736842105263158,10.0,24.4,0.23255813953488302,115.7,20.0,110.0,6.0,6.3,0.6666666666666661,9.0,8.3,43.0,51.2,0.550220088035214,99.96000000000001,100.0,0.49411764705882305,20150331LAC,-4.0,30.0,0.5,60.0,0.73170731707317,6.0,0.27272727272727204,22.0,0.268292682926829,19.0,52.8,1.727272727272727,8.0,12.5,31.0,75.6,0.7560975609756091,115.7,36.0,0.43902439024390205,82.0,73.375,28.0,0.8484848484848481,0.34146341463414603,33.0,0.40243902439024304,0.402,1.527777777777777,10.0,23.3,0.24390243902439002,111.5,24.0,106.0,4.0,4.2,0.36363636363636304,11.0,10.2,41.0,48.8,0.5491089929548281,96.52,100.0,0.47560975609756,3
22,7.0,28.0,0.583333333333333,48.0,0.648648648648648,10.0,0.384615384615384,26.0,0.35135135135135104,26.0,68.4,1.733333333333333,9.0,20.9,33.0,68.8,0.8918918918918911,104.5,38.0,0.513513513513513,74.0,87.75,18.0,0.75,0.243243243243243,24.0,0.324324324324324,0.324,1.684210526315789,4.0,12.5,0.108108108108108,112.1,15.0,104.0,7.0,7.5,0.46666666666666606,15.0,15.1,37.0,46.3,0.614947965941343,84.56,100.0,0.581081081081081,20141220HOU,-7.0,19.0,0.441860465116279,43.0,0.5,15.0,0.34883720930232504,43.0,0.5,27.0,79.4,1.6875,4.0,8.3,28.0,87.5,0.651162790697674,112.1,34.0,0.39534883720930203,86.0,72.25,14.0,0.777777777777777,0.162790697674418,18.0,0.20930232558139503,0.209,1.794117647058823,15.0,31.3,0.34883720930232504,104.5,25.0,97.0,8.0,8.6,0.5,16.0,14.6,43.0,53.8,0.516396933560477,93.92,100.0,0.482558139534883,0
23,-43.0,23.0,0.365079365079365,63.0,0.7241379310344821,7.0,0.291666666666666,24.0,0.275862068965517,17.0,56.7,1.0625,3.0,5.6,31.0,81.6,0.794871794871794,122.6,30.0,0.344827586206896,87.0,41.375,12.0,0.631578947368421,0.137931034482758,19.0,0.21839080459770102,0.218,1.566666666666666,8.0,14.8,0.205128205128205,79.4,19.0,79.0,9.0,9.0,0.5625,16.0,14.4,39.0,42.4,0.414219798657718,95.36,100.0,0.385057471264367,20150119GSW,43.0,31.0,0.5740740740740741,54.0,0.6666666666666661,13.0,0.481481481481481,27.0,0.33333333333333304,30.0,68.2,2.307692307692307,6.0,9.5,46.0,85.2,0.867924528301886,79.4,44.0,0.5432098765432091,81.0,118.625,21.0,0.777777777777777,0.259259259259259,27.0,0.33333333333333304,0.333,1.6818181818181812,7.0,18.4,0.132075471698113,122.6,14.0,122.0,10.0,10.0,0.769230769230769,13.0,12.3,53.0,57.6,0.656761412575366,92.88,100.0,0.623456790123456,2
24,11.0,31.0,0.525423728813559,59.0,0.7108433734939751,10.0,0.416666666666666,24.0,0.28915662650602403,19.0,46.3,1.117647058823529,3.0,4.1,32.0,82.1,0.744186046511627,102.7,41.0,0.49397590361445703,83.0,75.25,18.0,0.9,0.21686746987951802,20.0,0.24096385542168602,0.241,1.463414634146341,11.0,29.7,0.255813953488372,114.1,20.0,110.0,5.0,5.2,0.29411764705882304,17.0,15.6,43.0,56.6,0.5991285403050111,91.8,100.0,0.5542168674698791,20150301SAC,-11.0,36.0,0.486486486486486,74.0,0.8604651162790691,3.0,0.25,12.0,0.13953488372093,24.0,61.5,2.0,2.0,3.4,26.0,70.3,0.7878787878787871,114.1,39.0,0.45348837209302306,86.0,65.375,18.0,0.7826086956521741,0.20930232558139503,23.0,0.26744186046511603,0.267,1.615384615384615,7.0,17.9,0.21212121212121202,102.7,18.0,99.0,8.0,8.3,0.6666666666666661,12.0,11.1,33.0,43.4,0.5149812734082391,96.12,100.0,0.47093023255813904,2
25,-21.0,33.0,0.492537313432835,67.0,0.8271604938271601,3.0,0.21428571428571402,14.0,0.17283950617283902,16.0,44.4,0.8888888888888881,7.0,15.6,33.0,78.6,0.785714285714285,111.1,36.0,0.44444444444444403,81.0,64.625,18.0,0.5454545454545451,0.22222222222222202,33.0,0.40740740740740705,0.40700000000000003,1.444444444444444,9.0,18.8,0.21428571428571402,90.6,14.0,93.0,13.0,12.7,0.7222222222222221,18.0,15.9,42.0,46.7,0.48680904522613005,95.52,100.0,0.462962962962962,20141226POR,21.0,24.0,0.533333333333333,45.0,0.511363636363636,18.0,0.41860465116279005,43.0,0.48863636363636304,25.0,59.5,1.31578947368421,8.0,11.9,39.0,81.3,0.8125,90.6,42.0,0.477272727272727,88.0,94.0,12.0,0.8571428571428571,0.13636363636363602,14.0,0.159090909090909,0.159,1.595238095238095,9.0,21.4,0.1875,111.1,22.0,114.0,10.0,9.7,0.5263157894736841,19.0,16.8,48.0,53.3,0.6053525913338991,94.16,100.0,0.579545454545454,2
